order_id,customer_id,product_id,order_date,ship_date,quantity,unit_price,discount_pct
O0009732,C00783,P00223,2024-11-02,2024-11-07,2,42.42,0.05
O0009733,C00842,P00419,2024-04-16,2024-04-22,2,1630.47,0
O0009734,C00828,P00072,2024-09-22,2024-10-05,8,735.26,0.15
O0009735,C00827,P00258,2024-11-27,2024-11-28,2,1138.91,0
O0009736,C00026,P00352,2024-07-11,2024-07-20,10,580.71,0.1
O0009737,C00149,P00036,2024-05-21,2024-05-26,3,1367.61,0.2
O0009738,C00532,P00299,2024-11-04,2024-11-16,10,2223.1,0.05
O0009739,C00139,P00259,2024-10-22,2024-10-25,1,1954.23,0
O0009740,C00566,P00147,2024-01-29,2024-02-03,3,196.05,0
O0009741,C00049,P00165,2024-07-15,2024-07-28,1,1403.49,0
O0009742,C00762,P00055,2024-10-19,2024-10-20,3,1635.0,0
O0009743,C00269,P00360,2025-01-08,2025-01-16,6,1863.29,0.1
O0009744,C00581,P00216,2024-06-15,2024-06-19,10,2340.0,0
O0009745,C00562,P00499,2024-05-19,2024-05-23,1,1489.65,0
O0009746,C00557,P00484,2025-02-28,2025-03-06,6,2475.24,0.05
O0009747,C00072,P00319,2025-01-29,2025-01-31,8,1607.25,0
O0009748,C00704,P00488,2024-07-09,2024-07-13,9,1148.82,0.1
O0009749,C00484,P00019,2024-06-21,2024-06-27,7,391.41,0
O0009750,C00879,P00403,2025-01-07,2025-01-07,6,987.32,0
O0009751,C00599,P00333,2024-06-07,2024-06-11,7,2180.3,0
O0009752,C00011,P00440,2024-02-19,2024-02-21,4,2293.26,0
O0009753,C00428,P00203,2024-11-17,2024-11-22,7,1087.59,0
O0009754,C00867,P00425,2024-07-03,2024-07-03,6,1547.76,0.2
O0009755,C00524,P00437,2024-07-03,2024-07-13,6,1743.62,0.05
O0009756,C00338,P00249,2024-10-02,2024-10-16,10,539.77,0.2
O0009757,C00488,P00294,2024-12-24,2024-12-27,10,249.59,0.1
O0009758,C00316,P00250,2024-05-16,2024-05-19,8,388.39,0.1
O0009759,C00864,P00304,2024-01-22,2024-02-02,4,820.76,0
O0009760,C00085,P00356,2025-02-08,2025-02-20,10,1832.5,0.05
O0009761,C00828,P00434,2024-01-10,2024-01-19,2,77.0,0.05
O0009762,C00433,P00465,2025-02-04,2025-02-08,8,187.4,0.2
O0009763,C00788,P00446,2024-06-06,2024-06-08,5,1692.19,0
O0009764,C00173,P00042,2024-02-21,2024-02-22,10,132.46,0.05
O0009765,C00664,P00214,2025-01-25,2025-02-04,3,594.04,0.05
O0009766,C00197,P00324,2024-10-09,2024-10-10,4,2371.46,0.2
O0009767,C00256,P00004,2024-11-09,2024-11-23,9,615.98,0
O0009768,C00379,P00084,2024-05-07,2024-05-14,9,2304.21,0.2
O0009769,C00014,P00107,2024-06-07,2024-06-13,4,2002.51,0.15
O0009770,C00904,P00093,2024-09-20,2024-09-27,5,1586.35,0.2
O0009771,C00374,P00214,2024-06-12,2024-06-18,9,987.79,0.2
O0009772,C00545,P00018,2025-01-17,2025-01-27,6,2301.21,0
O0009773,C00033,P00026,2025-01-01,2025-01-06,9,1443.66,0
O0009774,C00943,P00451,2024-12-24,2025-01-05,4,1365.74,0
O0009775,C00481,P00427,2024-07-09,2024-07-22,1,2283.04,0.2
O0009776,C00322,P00139,2024-04-23,2024-05-03,9,2468.82,0.15
O0009777,C00825,P00498,2024-06-19,2024-06-26,9,275.27,0.15
O0009778,C00051,P00493,2024-09-03,2024-09-10,10,2416.91,0.15
O0009779,C00820,P00141,2024-11-13,2024-11-27,2,1999.77,0.1
O0009780,C00533,P00447,2025-02-17,2025-02-18,6,1677.57,0.2
O0009781,C00650,P00403,2025-03-06,2025-03-07,5,685.04,0.05
O0009782,C00095,P00455,2024-11-01,2024-11-11,10,859.4,0
O0009783,C00466,P00048,2024-01-19,2024-01-19,7,2297.59,0.05
O0009784,C00864,P00073,2024-07-21,2024-07-27,7,1345.46,0
O0009785,C00298,P00439,2025-02-05,2025-02-10,6,595.01,0.2
O0009786,C00650,P00351,2024-07-23,2024-07-26,8,2328.59,0.05
O0009787,C00436,P00222,2024-07-03,2024-07-12,10,2224.73,0.1
O0009788,C00614,P00024,2024-03-27,2024-04-06,4,696.07,0.2
O0009789,C00817,P00068,2024-04-29,2024-05-13,9,264.68,0.05
O0009790,C00186,P00095,2024-07-14,2024-07-20,5,1280.83,0
O0009791,C00629,P00331,2024-02-25,2024-03-04,7,250.77,0.05
O0009792,C00908,P00083,2024-10-07,2024-10-15,4,1015.7,0.15
O0009793,C00344,P00276,2024-01-31,2024-02-10,6,1882.15,0
O0009794,C00089,P00338,2024-07-03,2024-07-04,4,202.31,0
O0009795,C00354,P00221,2024-02-28,2024-03-12,2,2366.14,0
O0009796,C00168,P00249,2024-09-16,2024-09-20,8,477.27,0
O0009797,C00468,P00426,2024-10-22,2024-11-03,4,1119.58,0.15
O0009798,C00180,P00117,2025-01-29,2025-02-07,2,1211.64,0.05
O0009799,C00078,P00313,2024-12-23,2025-01-05,7,1398.34,0
O0009800,C00355,P00268,2024-10-06,2024-10-11,9,2473.01,0.2
O0009801,C00280,P00339,2024-04-10,2024-04-11,4,1590.13,0.2
O0009802,C00322,P00357,2024-12-14,2024-12-24,8,767.99,0.1
O0009803,C00459,P00158,2024-08-16,2024-08-20,1,2164.49,0
O0009804,C00625,P00245,2024-03-18,2024-03-27,7,269.84,0.05
O0009805,C00356,P00209,2024-06-23,2024-06-30,8,1478.53,0.2
O0009806,C00869,P00029,2024-07-16,2024-07-17,9,2246.54,0.15
O0009807,C00297,P00135,2024-03-17,2024-03-22,2,224.96,0
O0009808,C00612,P00162,2024-05-13,2024-05-18,6,204.04,0.15
O0009809,C00130,P00149,2024-02-23,2024-02-28,3,1289.54,0.05
O0009810,C00243,P00160,2024-10-07,2024-10-11,1,176.02,0.05
O0009811,C00866,P00396,2024-02-14,2024-02-24,8,129.41,0.2
O0009812,C00666,P00342,2024-07-13,2024-07-17,10,2276.2,0
O0009813,C00314,P00167,2024-04-18,2024-04-21,8,1725.85,0
O0009814,C00864,P00092,2024-01-11,2024-01-12,6,959.11,0
O0009815,C00283,P00223,2024-12-10,2024-12-11,7,1715.36,0
O0009816,C00079,P00180,2024-08-30,2024-09-02,4,1193.17,0.1
O0009817,C00277,P00004,2025-01-05,2025-01-14,2,512.0,0
O0009818,C00645,P00252,2024-09-16,2024-09-17,1,1550.43,0.05
O0009819,C00114,P00294,2024-07-10,2024-07-17,2,1645.9,0
O0009820,C00926,P00177,2024-02-22,2024-02-26,10,902.5,0
O0009821,C00597,P00439,2024-12-19,2024-12-29,6,823.96,0.2
O0009822,C00194,P00278,2024-09-06,2024-09-19,4,965.31,0
O0009823,C00979,P00447,2024-08-27,2024-08-29,10,991.17,0.15
O0009824,C00080,P00433,2025-03-20,2025-03-28,1,1342.39,0
O0009825,C00917,P00267,2024-09-22,2024-10-06,2,962.72,0.1
O0009826,C00319,P00272,2024-03-12,2024-03-25,8,1786.66,0
O0009827,C00668,P00454,2024-01-12,2024-01-25,10,1514.31,0.05
O0009828,C00951,P00009,2025-02-07,2025-02-11,7,695.93,0
O0009829,C00004,P00121,2024-01-12,2024-01-22,1,950.37,0
O0009830,C00268,P00184,2024-12-31,2025-01-11,2,1688.44,0.1
O0009831,C00049,P00262,2024-02-12,2024-02-25,9,1203.73,0
O0009832,C00055,P00015,2024-03-31,2024-04-07,7,605.51,0
O0009833,C00828,P00234,2024-04-03,2024-04-05,4,1957.6,0
O0009834,C00853,P00219,2024-11-09,2024-11-22,6,157.53,0.2
O0009835,C00213,P00075,2024-11-28,2024-12-04,1,836.56,0
O0009836,C00267,P00238,2024-04-29,2024-05-04,4,825.15,0
O0009837,C00169,P00215,2025-01-22,2025-02-04,6,657.84,0
O0009838,C00054,P00495,2025-02-10,2025-02-23,6,2154.43,0.1
O0009839,C00480,P00455,2024-04-07,2024-04-19,5,2110.24,0
O0009840,C00200,P00347,2024-12-03,2024-12-08,10,1472.64,0
O0009841,C00149,P00216,2024-01-31,2024-02-10,7,2061.68,0.15
O0009842,C00027,P00313,2024-10-14,2024-10-23,8,399.27,0
O0009843,C00904,P00006,2024-12-24,2024-12-29,2,653.33,0.15
O0009844,C00249,P00059,2025-03-12,2025-03-18,5,236.91,0
O0009845,C00623,P00315,2025-03-13,2025-03-14,4,1091.18,0.05
O0009846,C00318,P00368,2024-01-26,2024-02-05,3,1748.36,0
O0009847,C00907,P00424,2024-03-29,2024-04-04,1,114.95,0
O0009848,C00553,P00386,2024-11-26,2024-12-05,3,426.46,0.1
O0009849,C00266,P00105,2024-07-03,2024-07-16,8,1526.95,0.1
O0009850,C00193,P00276,2024-11-26,2024-12-05,6,2310.25,0
O0009851,C00377,P00449,2024-10-14,2024-10-23,3,397.47,0
O0009852,C00657,P00248,2024-05-22,2024-06-04,8,811.98,0.1
O0009853,C00278,P00319,2024-08-15,2024-08-22,6,1001.39,0
O0009854,C00105,P00084,2024-09-20,2024-10-03,9,1686.25,0.1
O0009855,C00688,P00171,2024-08-11,2024-08-14,9,478.46,0.05
O0009856,C00418,P00217,2024-06-26,2024-07-08,8,154.99,0
O0009857,C00753,P00002,2024-02-10,2024-02-12,3,1572.25,0
O0009858,C00230,P00330,2025-01-24,2025-02-07,9,1237.6,0.2
O0009859,C00216,P00329,2025-02-01,2025-02-11,5,454.6,0
O0009860,C00295,P00378,2024-09-18,2024-09-21,6,728.42,0.2
O0009861,C00777,P00170,2025-01-21,2025-02-02,8,728.46,0.1
O0009862,C00540,P00365,2024-11-17,2024-11-20,10,1068.12,0.1
O0009863,C00994,P00103,2024-10-14,2024-10-25,3,911.42,0
O0009864,C00889,P00147,2024-04-20,2024-04-20,10,2144.22,0
O0009865,C00706,P00128,2025-01-21,2025-01-26,3,2411.54,0
O0009866,C00065,P00251,2024-04-10,2024-04-20,5,1976.49,0.05
O0009867,C00969,P00436,2024-01-11,2024-01-23,7,2382.61,0.15
O0009868,C00588,P00328,2024-10-16,2024-10-28,3,2430.59,0
O0009869,C00482,P00053,2024-07-02,2024-07-09,6,1043.89,0
O0009870,C00018,P00280,2024-01-24,2024-02-03,2,106.85,0
O0009871,C00839,P00011,2024-03-24,2024-03-26,2,1792.2,0
O0009872,C00597,P00174,2024-07-05,2024-07-06,3,250.37,0.2
O0009873,C00428,P00306,2024-09-19,2024-09-22,3,485.66,0.1
O0009874,C00364,P00467,2024-05-12,2024-05-13,5,2440.69,0
O0009875,C00420,P00420,2024-04-28,2024-05-08,3,1037.03,0.15
O0009876,C00131,P00059,2024-05-31,2024-06-04,6,515.25,0.05
O0009877,C00109,P00173,2024-11-26,2024-11-26,5,811.4,0.2
O0009878,C00633,P00202,2024-09-07,2024-09-15,8,1239.42,0.1
O0009879,C00830,P00017,2025-01-27,2025-02-09,2,1700.7,0.15
O0009880,C00362,P00390,2024-11-06,2024-11-07,4,454.74,0.1
O0009881,C00306,P00096,2024-04-10,2024-04-24,3,1768.6,0.05
O0009882,C00195,P00173,2024-06-30,2024-07-12,5,1042.16,0.15
O0009883,C00042,P00107,2024-04-08,2024-04-19,7,2057.9,0.1
O0009884,C00723,P00097,2024-02-14,2024-02-14,6,1116.63,0.1
O0009885,C00466,P00127,2024-03-31,2024-04-03,9,259.49,0
O0009886,C00349,P00174,2024-03-11,2024-03-18,9,1826.65,0.05
O0009887,C00655,P00399,2024-03-23,2024-04-02,7,26.43,0
O0009888,C00900,P00111,2024-06-17,2024-06-23,5,64.53,0.15
O0009889,C00598,P00120,2024-01-08,2024-01-17,10,1902.03,0.1
O0009890,C00444,P00261,2024-11-06,2024-11-07,10,1813.4,0
O0009891,C00494,P00357,2024-10-14,2024-10-20,8,2345.6,0.05
O0009892,C00584,P00293,2024-11-06,2024-11-15,4,1673.03,0
O0009893,C00584,P00331,2024-03-04,2024-03-18,10,733.08,0.2
O0009894,C00934,P00350,2024-08-23,2024-08-27,7,303.1,0
O0009895,C00987,P00338,2024-02-12,2024-02-21,1,99.93,0
O0009896,C00094,P00186,2024-06-21,2024-06-22,8,2121.74,0
O0009897,C00533,P00390,2024-07-21,2024-08-04,4,2247.63,0.05
O0009898,C00216,P00171,2024-04-14,2024-04-17,3,2200.07,0
O0009899,C00134,P00259,2025-01-31,2025-02-13,10,1515.29,0.05
O0009900,C00986,P00223,2024-09-13,2024-09-19,9,928.75,0.1
O0009901,C00854,P00382,2024-05-17,2024-05-20,2,231.35,0
O0009902,C00936,P00035,2024-01-31,2024-02-11,7,892.78,0.2
O0009903,C00773,P00044,2024-06-05,2024-06-16,10,640.12,0.05
O0009904,C00212,P00403,2024-11-10,2024-11-24,7,1837.81,0.15
O0009905,C00810,P00149,2025-01-18,2025-01-21,2,55.33,0
O0009906,C00450,P00254,2024-02-03,2024-02-13,1,2331.29,0.15
O0009907,C00057,P00339,2025-01-30,2025-02-01,8,833.03,0.05
O0009908,C00043,P00286,2024-11-18,2024-11-26,10,1910.68,0.1
O0009909,C00393,P00313,2024-08-19,2024-08-28,4,2471.76,0.2
O0009910,C00534,P00154,2024-04-14,2024-04-18,3,478.97,0
O0009911,C00581,P00142,2025-01-28,2025-02-02,3,1857.05,0
O0009912,C00354,P00363,2025-03-21,2025-04-04,9,1088.77,0.05
O0009913,C00143,P00330,2025-01-24,2025-01-24,10,2239.5,0
O0009914,C00565,P00023,2024-12-15,2024-12-19,1,1636.67,0.2
O0009915,C00890,P00369,2025-01-08,2025-01-19,10,1466.02,0
O0009916,C00128,P00409,2024-06-03,2024-06-14,2,736.61,0
O0009917,C00807,P00031,2024-10-12,2024-10-17,1,1666.43,0.15
O0009918,C00248,P00346,2024-05-16,2024-05-23,5,1790.8,0.1
O0009919,C00705,P00206,2024-04-22,2024-05-04,7,644.1,0
O0009920,C00176,P00412,2024-07-29,2024-08-02,8,347.79,0.15
O0009921,C00274,P00353,2024-04-22,2024-05-03,10,1852.11,0
O0009922,C00293,P00175,2024-04-18,2024-04-27,7,42.65,0
O0009923,C00130,P00130,2024-01-14,2024-01-22,2,1139.34,0.15
O0009924,C00645,P00142,2024-03-11,2024-03-16,4,2323.46,0.15
O0009925,C00719,P00422,2025-01-09,2025-01-21,7,1324.53,0
O0009926,C00770,P00321,2024-04-05,2024-04-12,7,1262.75,0
O0009927,C00020,P00292,2024-02-20,2024-02-28,9,264.24,0
O0009928,C00315,P00402,2025-01-28,2025-02-03,7,316.09,0
O0009929,C00905,P00082,2025-02-03,2025-02-15,9,107.42,0.2
O0009930,C00500,P00001,2024-03-23,2024-03-23,10,1907.01,0.05
O0009931,C00602,P00362,2024-01-08,2024-01-17,7,1688.46,0
O0009932,C00888,P00468,2024-02-21,2024-03-05,6,1560.64,0
O0009933,C00481,P00175,2024-11-28,2024-12-01,4,302.07,0
O0009934,C00139,P00344,2025-03-08,2025-03-13,4,605.72,0.1
O0009935,C00486,P00001,2024-09-29,2024-10-05,1,777.87,0.15
O0009936,C00242,P00240,2025-01-25,2025-02-01,6,1380.35,0
O0009937,C00788,P00189,2024-04-11,2024-04-18,2,1235.93,0
O0009938,C00702,P00059,2024-06-14,2024-06-17,4,575.64,0
O0009939,C00205,P00474,2025-03-20,2025-03-22,6,2378.16,0.1
O0009940,C00935,P00414,2024-07-31,2024-08-04,8,1911.1,0
O0009941,C00196,P00474,2024-04-30,2024-05-01,2,898.39,0.1
O0009942,C00425,P00258,2024-04-26,2024-05-05,5,2467.44,0.2
O0009943,C00809,P00355,2024-06-03,2024-06-05,3,1036.51,0.05
O0009944,C00203,P00045,2024-07-07,2024-07-11,4,53.87,0.2
O0009945,C00630,P00016,2024-04-15,2024-04-25,5,1731.64,0
O0009946,C00253,P00039,2024-07-01,2024-07-14,7,1605.08,0
O0009947,C00880,P00420,2024-12-29,2025-01-04,7,1245.39,0
O0009948,C00411,P00157,2024-08-02,2024-08-16,4,828.46,0.15
O0009949,C00951,P00155,2024-06-15,2024-06-17,3,1292.44,0.15
O0009950,C00139,P00109,2024-03-12,2024-03-26,6,1720.48,0.2
O0009951,C00317,P00262,2024-12-03,2024-12-08,3,2061.43,0.1
O0009952,C00458,P00391,2024-11-09,2024-11-18,4,1782.96,0.1
O0009953,C00870,P00209,2024-06-30,2024-07-07,8,795.06,0
O0009954,C00657,P00114,2024-06-26,2024-06-28,2,1675.87,0.05
O0009955,C00001,P00350,2024-07-17,2024-07-21,1,2386.95,0
O0009956,C00091,P00074,2024-04-10,2024-04-24,2,815.43,0
O0009957,C00160,P00158,2024-05-13,2024-05-20,9,518.89,0.05
O0009958,C00912,P00172,2024-01-08,2024-01-09,7,500.1,0.05
O0009959,C00650,P00011,2024-04-07,2024-04-17,5,1432.1,0
O0009960,C00105,P00444,2024-01-09,2024-01-19,6,322.17,0.1
O0009961,C00644,P00204,2024-04-12,2024-04-25,7,2336.51,0
O0009962,C00476,P00478,2024-03-19,2024-03-30,2,476.87,0.2
O0009963,C00416,P00485,2024-05-13,2024-05-23,6,2353.45,0
O0009964,C00397,P00250,2024-08-02,2024-08-10,8,1531.89,0.05
O0009965,C00491,P00338,2024-06-05,2024-06-11,8,1577.65,0
O0009966,C00396,P00306,2024-09-20,2024-09-26,4,21.87,0.2
O0009967,C00092,P00354,2024-04-29,2024-05-02,4,340.15,0.1
O0009968,C00794,P00288,2025-01-12,2025-01-24,9,2373.51,0.2
O0009969,C00097,P00425,2024-08-19,2024-08-19,3,1606.04,0.05
O0009970,C00683,P00441,2024-09-04,2024-09-05,10,1421.01,0
O0009971,C00304,P00439,2024-11-04,2024-11-08,10,244.12,0.1
O0009972,C00361,P00062,2024-06-06,2024-06-17,8,893.17,0
O0009973,C00999,P00213,2025-01-13,2025-01-13,4,1366.36,0.1
O0009974,C00972,P00168,2024-12-19,2024-12-21,7,82.83,0.05
O0009975,C00528,P00451,2024-04-04,2024-04-17,3,2427.02,0.05
O0009976,C00580,P00161,2024-12-29,2025-01-04,2,774.05,0
O0009977,C00772,P00006,2024-10-16,2024-10-30,7,962.52,0.15
O0009978,C00959,P00189,2024-11-10,2024-11-12,10,2202.03,0
O0009979,C00750,P00173,2024-08-19,2024-08-27,10,124.47,0.1
O0009980,C00517,P00172,2025-02-11,2025-02-25,1,1064.66,0
O0009981,C00196,P00029,2025-02-20,2025-03-03,4,721.15,0.15
O0009982,C00979,P00248,2025-01-12,2025-01-25,2,205.1,0
O0009983,C00141,P00241,2024-04-18,2024-04-18,3,2260.85,0.2
O0009984,C00541,P00321,2025-02-21,2025-02-26,10,2082.67,0.15
O0009985,C00894,P00421,2024-02-19,2024-03-01,3,1485.42,0
O0009986,C00976,P00019,2024-08-25,2024-08-27,3,500.53,0.2
O0009987,C00210,P00125,2024-07-09,2024-07-20,9,383.74,0
O0009988,C00591,P00277,2024-11-12,2024-11-22,6,178.37,0.15
O0009989,C00123,P00491,2024-05-03,2024-05-13,10,1460.58,0.2
O0009990,C00760,P00241,2025-02-11,2025-02-14,9,2061.03,0.05
O0009991,C00617,P00081,2024-08-12,2024-08-20,8,981.15,0.05
O0009992,C00965,P00274,2025-02-24,2025-02-26,4,984.84,0.15
O0009993,C00565,P00366,2024-05-30,2024-06-01,3,1486.96,0.05
O0009994,C00830,P00447,2025-01-23,2025-02-05,7,829.3,0
O0009995,C00262,P00352,2024-05-13,2024-05-25,9,948.24,0.05
O0009996,C00278,P00102,2024-01-13,2024-01-27,7,396.51,0
O0009997,C00392,P00271,2024-02-03,2024-02-07,9,1593.55,0.2
O0009998,C00580,P00315,2024-11-16,2024-11-17,10,1269.29,0.05
O0009999,C00145,P00026,2024-03-29,2024-04-11,10,1289.69,0
O0010000,C00214,P00006,2025-01-23,2025-01-23,9,686.49,0.15
O0010001,C00224,P00300,2024-03-02,2024-03-06,2,1452.21,0.1
O0010002,C00119,P00387,2024-02-08,2024-02-19,8,1481.29,0
O0010003,C00915,P00100,2024-01-11,2024-01-21,6,2489.31,0.05
O0010004,C00772,P00488,2024-05-23,2024-06-01,6,141.47,0
O0010005,C00290,P00123,2025-03-09,2025-03-22,3,1108.13,0.2
O0010006,C00861,P00303,2024-03-26,2024-04-04,9,2218.22,0
O0010007,C00146,P00362,2024-09-23,2024-09-27,5,1907.85,0
O0010008,C00816,P00402,2024-07-28,2024-07-29,7,1483.84,0.15
O0010009,C00985,P00210,2025-02-18,2025-02-20,5,2078.86,0.1
O0010010,C00759,P00270,2025-01-27,2025-02-01,2,2361.66,0.15
O0010011,C00668,P00220,2024-04-29,2024-05-01,4,1269.78,0
O0010012,C00502,P00008,2025-01-11,2025-01-16,8,1782.69,0
O0010013,C00079,P00020,2024-05-04,2024-05-11,7,2318.73,0
O0010014,C00425,P00437,2025-01-08,2025-01-13,10,676.7,0.15
O0010015,C00335,P00066,2024-07-03,2024-07-17,9,533.73,0
O0010016,C00086,P00411,2024-08-08,2024-08-11,6,1237.74,0
O0010017,C00819,P00061,2024-07-29,2024-08-02,5,1789.25,0.05
O0010018,C00843,P00257,2024-05-20,2024-06-01,8,274.91,0
O0010019,C00175,P00351,2024-11-13,2024-11-13,2,1942.36,0
O0010020,C00853,P00310,2024-11-28,2024-11-29,6,1308.32,0.2
O0010021,C00946,P00439,2024-12-11,2024-12-24,6,1716.01,0.2
O0010022,C00101,P00283,2024-07-07,2024-07-15,2,2290.09,0.2
O0010023,C00968,P00028,2024-02-18,2024-02-22,7,123.65,0
O0010024,C00785,P00382,2024-07-08,2024-07-11,6,1588.28,0.1
O0010025,C00995,P00204,2024-09-17,2024-09-19,9,1484.54,0
O0010026,C00804,P00139,2024-01-25,2024-02-02,2,2124.29,0.15
O0010027,C00249,P00173,2024-08-07,2024-08-10,2,1003.78,0.2
O0010028,C00392,P00203,2024-01-26,2024-01-28,8,246.75,0.1
O0010029,C00598,P00093,2024-08-25,2024-09-02,9,1394.43,0.2
O0010030,C00480,P00263,2025-01-29,2025-02-08,8,2396.24,0.1
O0010031,C00079,P00438,2024-11-11,2024-11-14,9,581.57,0.05
O0010032,C00686,P00460,2024-08-15,2024-08-26,1,876.73,0
O0010033,C00013,P00332,2025-02-22,2025-03-06,5,1191.06,0
O0010034,C00643,P00285,2024-01-16,2024-01-18,9,419.88,0
O0010035,C00221,P00059,2024-12-26,2024-12-27,5,2098.08,0
O0010036,C00319,P00323,2025-03-14,2025-03-15,5,1847.53,0
O0010037,C00281,P00390,2024-05-31,2024-06-04,7,1422.04,0.1
O0010038,C00642,P00302,2024-05-31,2024-06-02,6,1410.93,0
O0010039,C00308,P00297,2025-03-04,2025-03-16,1,1904.22,0
O0010040,C00605,P00232,2024-08-02,2024-08-10,10,572.93,0
O0010041,C00369,P00004,2024-02-01,2024-02-05,2,1549.96,0
O0010042,C00683,P00045,2024-04-11,2024-04-21,1,544.05,0.05
O0010043,C00795,P00200,2025-03-15,2025-03-21,2,1197.0,0.05
O0010044,C00720,P00477,2024-02-24,2024-03-01,7,1395.33,0
O0010045,C00876,P00212,2024-06-08,2024-06-20,9,1689.26,0
O0010046,C00816,P00329,2024-01-16,2024-01-30,10,1310.3,0
O0010047,C00544,P00159,2025-01-28,2025-02-05,2,1284.6,0.1
O0010048,C00399,P00294,2024-07-20,2024-07-29,3,573.55,0
O0010049,C00261,P00460,2024-05-11,2024-05-11,6,931.01,0
O0010050,C00872,P00474,2024-06-07,2024-06-14,8,436.11,0.2
O0010051,C00228,P00400,2024-10-19,2024-10-25,4,1628.81,0.05
O0010052,C00157,P00014,2024-12-28,2025-01-06,2,1026.33,0.15
O0010053,C00992,P00140,2024-10-26,2024-11-05,5,2380.81,0.05
O0010054,C00754,P00359,2024-03-21,2024-04-03,4,180.0,0.1
O0010055,C00030,P00033,2024-08-12,2024-08-12,7,1064.46,0.2
O0010056,C00540,P00472,2024-07-11,2024-07-14,8,344.09,0.15
O0010057,C00559,P00407,2024-07-04,2024-07-16,9,1444.15,0.2
O0010058,C00355,P00263,2024-05-08,2024-05-19,1,2018.65,0
O0010059,C00493,P00021,2025-02-02,2025-02-15,6,1737.65,0
O0010060,C00847,P00459,2025-02-15,2025-02-17,7,800.9,0
O0010061,C00394,P00439,2024-12-20,2024-12-24,2,1704.67,0
O0010062,C00405,P00200,2024-08-02,2024-08-09,2,844.58,0.2
O0010063,C00812,P00484,2024-02-27,2024-02-28,2,359.47,0.05
O0010064,C00019,P00054,2024-09-24,2024-10-05,1,1734.54,0.15
O0010065,C00540,P00394,2024-10-17,2024-10-20,6,1428.5,0.05
O0010066,C00647,P00302,2025-02-17,2025-02-19,7,464.23,0.15
O0010067,C00893,P00174,2024-03-11,2024-03-16,8,1058.36,0
O0010068,C00029,P00365,2024-12-30,2025-01-13,4,476.96,0.2
O0010069,C00845,P00311,2025-02-12,2025-02-22,9,1617.58,0.1
O0010070,C00049,P00431,2024-09-21,2024-09-27,2,1264.91,0.15
O0010071,C00779,P00343,2024-12-19,2024-12-29,9,1853.67,0
O0010072,C00770,P00006,2025-02-23,2025-02-27,4,707.85,0
O0010073,C00165,P00304,2024-11-04,2024-11-17,8,1355.06,0
O0010074,C00134,P00424,2025-03-20,2025-03-21,1,170.72,0
O0010075,C00225,P00462,2024-10-25,2024-11-02,10,2067.74,0
O0010076,C00579,P00008,2024-05-23,2024-05-23,1,625.72,0.2
O0010077,C00896,P00216,2024-06-25,2024-07-03,5,2085.93,0.15
O0010078,C00581,P00339,2025-03-02,2025-03-02,2,2230.35,0
O0010079,C00897,P00174,2024-08-09,2024-08-14,1,378.66,0
O0010080,C00461,P00281,2024-09-07,2024-09-07,10,125.64,0
O0010081,C00626,P00029,2024-03-14,2024-03-24,8,1841.28,0.1
O0010082,C00008,P00139,2024-07-19,2024-07-22,7,1515.54,0
O0010083,C00797,P00305,2025-01-25,2025-02-03,2,1295.68,0
O0010084,C00787,P00268,2024-08-03,2024-08-17,5,1331.27,0.1
O0010085,C00193,P00195,2024-03-09,2024-03-15,10,2274.38,0.05
O0010086,C00082,P00212,2024-12-24,2024-12-27,7,2384.42,0.15
O0010087,C00990,P00244,2024-02-04,2024-02-11,8,802.52,0.1
O0010088,C00421,P00367,2024-12-14,2024-12-23,5,2334.09,0.2
O0010089,C00185,P00353,2024-07-15,2024-07-24,2,900.21,0
O0010090,C00725,P00277,2024-11-19,2024-11-28,8,2313.59,0.1
O0010091,C00747,P00046,2024-12-09,2024-12-19,5,249.76,0
O0010092,C00265,P00168,2025-03-02,2025-03-04,8,1883.09,0.05
O0010093,C00037,P00186,2024-01-20,2024-02-01,9,2013.55,0.05
O0010094,C00346,P00478,2024-06-22,2024-06-22,6,1080.59,0
O0010095,C00303,P00432,2025-02-25,2025-03-05,2,1363.25,0.2
O0010096,C00890,P00382,2025-03-23,2025-04-03,9,1336.82,0.2
O0010097,C00937,P00198,2024-08-14,2024-08-22,10,1791.91,0.2
O0010098,C00026,P00052,2024-04-25,2024-05-09,10,291.12,0.1
O0010099,C00206,P00270,2024-08-24,2024-08-24,8,2303.19,0.2
O0010100,C00733,P00042,2024-06-01,2024-06-15,3,64.66,0
O0010101,C00284,P00429,2024-11-15,2024-11-28,9,2147.57,0
O0010102,C00566,P00455,2025-01-17,2025-01-19,9,1662.74,0
O0010103,C00959,P00460,2024-06-08,2024-06-08,5,982.12,0
O0010104,C00487,P00273,2024-08-11,2024-08-21,4,1990.59,0.2
O0010105,C00451,P00475,2025-01-20,2025-01-22,4,1032.27,0
O0010106,C00494,P00469,2024-04-26,2024-04-29,1,1258.86,0.1
O0010107,C00012,P00124,2024-06-05,2024-06-10,5,781.62,0.15
O0010108,C00513,P00146,2025-02-15,2025-03-01,4,2410.85,0
O0010109,C00856,P00033,2025-01-17,2025-01-17,10,811.48,0.1
O0010110,C00397,P00288,2024-08-02,2024-08-03,8,1156.63,0.15
O0010111,C00682,P00097,2024-01-30,2024-02-11,8,1420.03,0
