session_id,player_id,machine_id,session_date,session_start,duration_minutes,game_type,coin_in,coin_out,theoretical_win,actual_win,denomination,floor_zone
SES-00000160,PLY-000439,MCH-0184,2023-10-17,2023-10-17T15:16:00Z,52,POKER,8.03,7.8,6.88,0.23,0.05,SPORTS_BAR
SES-00000161,PLY-000141,MCH-0277,2023-07-15,2023-07-15T20:55:00Z,67,TABLE_BLACKJACK,586.22,572.65,513.8,13.57,1.0,VIP_LOUNGE
SES-00000162,PLY-000228,MCH-0247,2025-06-04,2025-06-04T13:29:00Z,83,TABLE_ROULETTE,28005.76,27603.45,25671.32,402.31,100.0,MAIN_FLOOR_C
SES-00000163,PLY-000276,MCH-0300,2025-09-19,2025-09-19T21:43:00Z,14,VIDEO_POKER,79.32,78.07,73.7,1.25,0.25,MAIN_FLOOR_A
SES-00000164,PLY-000488,MCH-0055,2025-02-19,2025-02-19T17:56:00Z,453,TABLE_BACCARAT,84804.79,81331.86,78598.14,3472.93,100.0,POKER_ROOM
SES-00000165,PLY-000151,MCH-0099,2024-01-16,2024-01-16T13:26:00Z,99,TABLE_BLACKJACK,623.68,607.66,609.85,16.02,1.0,HIGH_LIMIT
SES-00000166,PLY-000105,MCH-0215,2024-03-09,2024-03-09T10:29:00Z,28,SLOTS,1263.73,1223.04,1138.31,40.69,5.0,VIP_LOUNGE
SES-00000167,PLY-000256,MCH-0172,2023-12-27,2023-12-27T17:57:00Z,64,SLOTS,146.16,137.84,132.45,8.32,0.05,MAIN_FLOOR_B
SES-00000168,PLY-000444,MCH-0015,2025-04-20,2025-04-20T18:21:00Z,60,TABLE_CRAPS,295.82,296.61,289.85,-0.79,1.0,MAIN_FLOOR_B
SES-00000169,PLY-000091,MCH-0074,2024-11-19,2024-11-19T15:54:00Z,74,SLOTS,32686.86,30984.14,29591.14,1702.72,25.0,POKER_ROOM
SES-00000170,PLY-000018,MCH-0106,2025-09-26,2025-09-26T14:29:00Z,86,TABLE_BLACKJACK,8.78,8.4,7.96,0.38,0.05,HIGH_LIMIT
SES-00000171,PLY-000360,MCH-0276,2023-07-25,2023-07-25T19:08:00Z,22,POKER,104.87,106.22,100.4,-1.35,1.0,SPORTS_BAR
SES-00000172,PLY-000405,MCH-0077,2023-12-16,2023-12-16T11:57:00Z,96,TABLE_BLACKJACK,6.77,6.46,6.29,0.31,0.01,MAIN_FLOOR_C
SES-00000173,PLY-000437,MCH-0239,2025-08-08,2025-08-08T19:10:00Z,268,TABLE_ROULETTE,36502.9,36410.41,32118.7,92.49,25.0,HIGH_LIMIT
SES-00000174,PLY-000283,MCH-0107,2023-03-14,2023-03-14T21:41:00Z,305,TABLE_BLACKJACK,20.52,20.48,18.53,0.04,0.01,POKER_ROOM
SES-00000175,PLY-000450,MCH-0083,2024-08-01,2024-08-01T20:11:00Z,99,VIDEO_POKER,11348.12,11112.73,9855.0,235.39,5.0,VIP_LOUNGE
SES-00000176,PLY-000294,MCH-0061,2024-09-25,2024-09-25T11:10:00Z,24,TABLE_BLACKJACK,12116.22,11873.88,11094.62,242.34,100.0,POKER_ROOM
SES-00000177,PLY-000432,MCH-0056,2023-11-15,2023-11-15T14:30:00Z,38,SLOTS,85691.64,79754.45,83863.02,5937.19,100.0,MAIN_FLOOR_A
SES-00000178,PLY-000346,MCH-0025,2023-09-28,2023-09-28T12:52:00Z,82,TABLE_ROULETTE,1661.7,1629.23,1434.43,32.47,5.0,MAIN_FLOOR_A
SES-00000179,PLY-000492,MCH-0163,2025-11-22,2025-11-22T15:42:00Z,85,TABLE_ROULETTE,2556.45,2470.87,2481.99,85.58,25.0,VIP_LOUNGE
SES-00000180,PLY-000204,MCH-0220,2025-12-27,2025-12-27T15:24:00Z,40,POKER,73.62,73.61,71.88,0.01,1.0,HIGH_LIMIT
SES-00000181,PLY-000486,MCH-0268,2025-04-27,2025-04-27T12:46:00Z,89,POKER,6055.84,5784.84,5805.5,271.0,25.0,MAIN_FLOOR_A
SES-00000182,PLY-000005,MCH-0064,2025-12-02,2025-12-02T19:37:00Z,63,SLOTS,7869.6,7436.59,7606.56,433.01,5.0,MAIN_FLOOR_A
SES-00000183,PLY-000255,MCH-0123,2023-01-26,2023-01-26T21:33:00Z,17,SLOTS,17993.83,16177.27,16312.83,1816.56,25.0,POKER_ROOM
SES-00000184,PLY-000010,MCH-0214,2024-07-21,2024-07-21T19:25:00Z,35,TABLE_CRAPS,59.35,57.51,52.91,1.84,0.25,MAIN_FLOOR_B
SES-00000185,PLY-000199,MCH-0178,2024-10-04,2024-10-04T19:43:00Z,145,TABLE_ROULETTE,24372.69,24215.53,21807.93,157.16,25.0,MAIN_FLOOR_B
SES-00000186,PLY-000027,MCH-0049,2023-11-02,2023-11-02T21:43:00Z,55,SLOTS,177079.09,153443.02,152598.89,23636.07,100.0,POKER_ROOM
SES-00000187,PLY-000132,MCH-0217,2025-03-18,2025-03-18T13:00:00Z,50,VIDEO_POKER,17.83,17.01,16.73,0.82,0.05,MAIN_FLOOR_B
SES-00000188,PLY-000418,MCH-0232,2023-08-02,2023-08-02T17:58:00Z,29,SLOTS,2530.19,2176.21,2234.64,353.98,5.0,HIGH_LIMIT
SES-00000189,PLY-000084,MCH-0300,2025-03-09,2025-03-09T09:51:00Z,12,SLOTS,3.3,2.82,2.81,0.48,0.01,MAIN_FLOOR_C
SES-00000190,PLY-000360,MCH-0260,2023-12-13,2023-12-13T23:08:00Z,419,SLOTS,447.55,415.01,409.05,32.54,0.05,MAIN_FLOOR_A
SES-00000191,PLY-000451,MCH-0299,2024-07-18,2024-07-18T12:20:00Z,68,TABLE_BLACKJACK,10803.63,11016.78,10297.15,-213.15,25.0,HIGH_LIMIT
SES-00000192,PLY-000241,MCH-0265,2023-02-09,2023-02-09T18:52:00Z,21,SLOTS,875.29,802.52,786.61,72.77,1.0,POKER_ROOM
SES-00000193,PLY-000040,MCH-0125,2025-11-28,2025-11-28T10:41:00Z,77,POKER,4157.33,4087.32,3970.5,70.01,25.0,POKER_ROOM
SES-00000194,PLY-000313,MCH-0112,2023-02-15,2023-02-15T18:10:00Z,60,SLOTS,21643.39,20963.42,19380.33,679.97,5.0,VIP_LOUNGE
SES-00000195,PLY-000082,MCH-0097,2024-12-26,2024-12-26T13:42:00Z,79,SLOTS,962.16,934.81,875.22,27.35,0.25,SPORTS_BAR
SES-00000196,PLY-000224,MCH-0250,2024-08-16,2024-08-16T20:34:00Z,15,SLOTS,79.82,71.9,71.71,7.92,0.25,MAIN_FLOOR_B
SES-00000197,PLY-000401,MCH-0288,2023-12-22,2023-12-22T19:35:00Z,14,VIDEO_POKER,191.77,192.92,173.09,-1.15,0.25,SPORTS_BAR
SES-00000198,PLY-000128,MCH-0262,2025-11-23,2025-11-23T08:42:00Z,51,TABLE_CRAPS,37.25,35.73,33.61,1.52,0.25,VIP_LOUNGE
SES-00000199,PLY-000486,MCH-0300,2023-09-10,2023-09-10T23:45:00Z,15,TABLE_BLACKJACK,4899.56,4938.13,4298.49,-38.57,100.0,SPORTS_BAR
SES-00000200,PLY-000106,MCH-0134,2025-04-07,2025-04-07T16:37:00Z,25,TABLE_BLACKJACK,10266.24,10026.85,9664.08,239.39,100.0,MAIN_FLOOR_B
