order_id,customer_id,order_date,total_amount,status,_ingested_at
401,98,2024-11-06,3.88,DELIVERED,2024-11-06T09:04:14
402,91,2025-11-26,5.65,RETURNED,2025-11-26T22:28:26
403,26,2025-10-09,20.83,SHIPPED,2025-10-10T16:46:46
404,151,2024-12-17,228.16,DELIVERED,2024-12-19T03:22:27
405,135,2025-11-18,7.31,CONFIRMED,2025-11-20T16:09:51
406,7,2023-12-07,19.05,DELIVERED,2023-12-09T19:26:00
407,154,2025-07-11,93.28,DELIVERED,2025-07-13T18:05:30
408,169,2023-07-06,76.96,DELIVERED,2023-07-06T15:04:15
409,120,2023-10-15,56.79,DELIVERED,2023-10-15T08:40:23
410,171,2024-12-05,200.67,DELIVERED,2024-12-06T03:36:31
411,100,2023-09-09,20.31,SHIPPED,2023-09-09T19:31:52
412,52,2024-02-16,26.03,DELIVERED,2024-02-16T15:25:15
413,114,2025-02-03,6.52,DELIVERED,2025-02-03T16:13:32
414,115,2023-04-24,40.29,PENDING,2023-04-24T11:38:10
415,85,2025-10-11,25.39,CANCELLED,2025-10-12T21:35:01
416,112,2025-03-11,195.99,DELIVERED,2025-03-13T12:52:15
417,177,2023-04-19,13.24,CANCELLED,2023-04-21T08:30:20
418,175,2025-05-31,133.89,SHIPPED,2025-06-01T15:23:05
419,88,2025-10-02,5.00,PENDING,2025-10-02T10:40:57
420,99,2024-03-26,8.40,DELIVERED,2024-03-28T04:26:33
421,22,2024-08-29,50.38,CANCELLED,2024-08-29T07:09:29
422,165,2023-10-22,10.97,SHIPPED,2023-10-22T16:44:54
423,174,2024-11-28,62.55,CANCELLED,2024-11-29T01:23:21
424,121,2025-06-18,3.93,CANCELLED,2025-06-19T14:34:25
425,25,2024-01-12,580.89,DELIVERED,2024-01-14T20:51:40
426,128,2025-07-07,68.86,DELIVERED,2025-07-07T08:39:40
427,189,2023-04-09,14.79,DELIVERED,2023-04-09T13:54:55
428,55,2025-11-28,38.06,DELIVERED,2025-11-30T05:39:48
429,107,2024-06-05,13.34,CONFIRMED,2024-06-05T09:29:08
430,35,2023-09-14,9.37,PENDING,2023-09-15T12:52:27
431,46,2025-08-09,32.23,RETURNED,2025-08-10T10:28:27
432,198,2025-07-11,13.52,DELIVERED,2025-07-12T02:52:41
433,62,2023-08-11,14.04,RETURNED,2023-08-12T23:42:07
434,23,2023-02-28,8.87,DELIVERED,2023-03-02T01:37:13
435,25,2024-06-24,6.20,DELIVERED,2024-06-25T11:55:15
436,169,2025-04-18,2.67,CONFIRMED,2025-04-19T19:19:31
437,172,2023-06-25,31.06,RETURNED,2023-06-25T10:58:55
438,158,2024-07-19,14.90,CANCELLED,2024-07-20T13:06:06
439,61,2023-03-09,31.98,DELIVERED,2023-03-09T13:59:34
440,84,2024-05-21,4.86,CONFIRMED,2024-05-22T12:07:43
441,52,2023-12-20,13.18,SHIPPED,2023-12-21T03:19:51
442,38,2025-01-01,24.70,CONFIRMED,2025-01-03T05:47:22
443,50,2023-10-04,20.49,DELIVERED,2023-10-05T15:35:11
444,16,2023-11-11,2.74,SHIPPED,2023-11-12T00:58:06
445,57,2024-12-24,16.40,CANCELLED,2024-12-25T10:22:35
446,142,2025-09-18,239.63,CANCELLED,2025-09-19T18:20:04
447,122,2025-03-21,85.76,CANCELLED,2025-03-22T20:57:00
448,112,2024-10-27,91.82,DELIVERED,2024-10-29T01:06:40
449,121,2025-07-08,27.74,DELIVERED,2025-07-08T16:50:43
450,179,2024-10-23,10.56,CANCELLED,2024-10-24T17:09:30
451,188,2024-01-09,37.41,DELIVERED,2024-01-09T20:55:06
452,147,,9.14,DELIVERED,2024-07-11T13:19:56
453,95,2024-12-21,120.96,DELIVERED,2024-12-21T19:14:59
454,110,2023-01-03,23.21,DELIVERED,2023-01-04T19:50:25
455,176,2025-08-09,40.26,PENDING,2025-08-10T22:42:04
456,94,2023-03-27,16.01,SHIPPED,2023-03-28T12:31:38
457,36,2025-12-30,57.54,RETURNED,2025-12-31T04:35:41
458,149,2023-06-26,16.00,CANCELLED,2023-06-28T03:44:13
459,175,2023-12-17,21.89,DELIVERED,2023-12-18T01:54:32
460,32,2024-08-02,27.21,DELIVERED,2024-08-03T02:30:18
461,173,2025-04-07,28.32,RETURNED,2025-04-08T13:17:29
462,21,2023-04-12,146.67,SHIPPED,2023-04-13T11:46:26
463,38,2023-04-30,15.22,DELIVERED,2023-04-30T19:48:13
464,175,2025-03-19,6.15,DELIVERED,2025-03-21T13:38:31
465,75,2027-01-31,23.92,CONFIRMED,2024-06-23T16:55:19
466,166,2025-09-28,25.11,DELIVERED,2025-09-29T09:06:55
467,118,2025-10-31,38.00,SHIPPED,2025-11-02T05:53:11
468,96,2024-04-21,71.53,RETURNED,2024-04-21T13:57:43
469,43,2023-03-15,19.00,DELIVERED,2023-03-15T22:10:40
470,182,2025-04-11,14.98,DELIVERED,2025-04-12T09:03:09
471,67,2023-08-27,21.50,SHIPPED,2023-08-27T21:19:41
472,96,2023-02-23,18.65,DELIVERED,2023-02-25T16:18:10
473,166,2025-04-08,40.16,DELIVERED,2025-04-09T19:39:05
474,187,2024-03-26,183.86,CANCELLED,2024-03-27T18:32:25
475,79,2025-12-06,6.34,PENDING,2025-12-06T21:15:42
476,156,2023-12-09,21.42,DELIVERED,2023-12-10T12:47:42
477,115,2023-12-12,16.72,DELIVERED,2023-12-12T20:07:23
478,155,2025-03-06,13.17,DELIVERED,2025-03-07T02:49:18
479,110,2025-11-01,15.76,SHIPPED,2025-11-02T18:51:09
480,107,2024-03-18,77.01,CANCELLED,2024-03-19T03:32:05
481,54,2024-10-20,40.30,SHIPPED,2024-10-22T08:36:34
482,105,2025-03-27,59.05,DELIVERED,2025-03-27T22:38:32
483,36,2023-09-29,27.65,CONFIRMED,2023-10-01T04:29:02
484,78,2024-03-25,29.68,CANCELLED,2024-03-27T03:58:08
485,1,2025-05-18,30.65,CONFIRMED,2025-05-20T19:30:32
486,74,2025-09-22,28.13,DELIVERED,2025-09-23T18:37:44
487,71,2025-12-04,18.23,DELIVERED,2025-12-06T06:39:09
488,112,2025-07-19,19.15,CANCELLED,2025-07-21T08:17:12
489,188,2025-01-09,94.19,DELIVERED,2025-01-11T09:05:02
490,178,2023-09-10,8.71,CONFIRMED,2023-09-12T13:23:05
491,92,2024-02-28,5.03,PENDING,2024-02-29T13:53:15
492,47,2025-09-19,37.42,DELIVERED,2025-09-19T18:39:10
493,176,2023-09-17,19.41,DELIVERED,2023-09-19T02:16:43
494,,2025-12-20,18.03,CANCELLED,2025-12-22T03:06:53
495,42,2024-03-13,87.89,CONFIRMED,2024-03-14T04:00:52
496,177,2023-12-10,131.17,CANCELLED,2023-12-11T00:42:31
497,30,2025-04-06,51.00,DELIVERED,2025-04-08T11:57:49
498,80,2023-07-01,176.74,DELIVERED,2023-07-01T10:52:56
499,,2024-11-17,162.80,DELIVERED,2024-11-19T03:38:21
500,59,2023-12-12,77.98,SHIPPED,2023-12-12T19:06:05
501,20,2023-05-03,204.16,PENDING,2023-05-04T06:36:19
502,121,2024-10-31,74.33,CONFIRMED,2024-11-01T01:04:16
503,32,2023-04-13,135.04,RETURNED,2023-04-14T17:52:50
504,38,2023-11-07,47.55,CANCELLED,2023-11-08T05:27:04
505,200,2025-06-19,4.05,DELIVERED,2025-06-20T13:41:49
506,4,2025-06-04,4.68,DELIVERED,2025-06-05T00:54:54
507,186,2024-03-13,197.63,PENDING,2024-03-14T07:22:58
508,48,2025-02-22,27.87,DELIVERED,2025-02-24T03:45:43
509,132,2023-10-08,185.02,CONFIRMED,2023-10-09T21:31:19
510,127,2024-05-03,28.61,DELIVERED,2024-05-03T13:13:04
511,30,2025-05-15,8.10,SHIPPED,2025-05-17T10:23:27
512,142,2024-04-29,193.05,DELIVERED,2024-05-01T12:27:38
513,102,2024-10-26,98.83,DELIVERED,2024-10-27T08:34:02
514,152,2023-05-13,9.73,RETURNED,2023-05-13T09:15:00
515,52,2023-09-20,23.33,DELIVERED,2023-09-20T07:27:26
516,72,2023-07-10,416.93,DELIVERED,2023-07-11T07:54:19
517,103,2025-07-11,469.29,SHIPPED,2025-07-11T22:52:30
518,117,2024-09-20,34.04,CONFIRMED,2024-09-21T14:45:00
519,26,2025-02-11,44.94,DELIVERED,2025-02-12T02:42:37
520,78,2025-02-12,45.60,DELIVERED,2025-02-14T15:48:55
521,120,2023-04-29,307.52,CONFIRMED,2023-05-01T15:46:12
522,139,2025-01-31,15.68,DELIVERED,2025-02-01T22:51:29
523,,2023-02-19,16.48,DELIVERED,2023-02-20T06:04:41
524,111,2025-10-21,85.41,CONFIRMED,2025-10-22T04:37:29
525,142,2025-01-27,43.74,DELIVERED,2025-01-27T13:38:12
526,101,2025-01-09,145.29,SHIPPED,2025-01-10T19:15:00
527,,2024-08-09,156.93,SHIPPED,2024-08-11T13:19:09
528,7,2023-07-19,9.91,DELIVERED,2023-07-20T03:34:12
529,63,2024-08-14,27.33,CONFIRMED,2024-08-14T11:48:14
530,6,,18.06,DELIVERED,2025-07-09T17:10:54
531,179,2025-06-01,-102.18,DELIVERED,2025-06-02T19:25:00
532,126,2024-08-09,19.52,CONFIRMED,2024-08-11T08:04:41
533,87,2024-06-05,33.93,CONFIRMED,2024-06-07T05:46:29
534,20,2024-11-08,31.78,CANCELLED,2024-11-08T19:55:39
535,191,2024-03-22,25.52,RETURNED,2024-03-23T02:23:30
536,146,2025-06-17,42.96,CANCELLED,2025-06-17T11:36:24
537,78,2023-11-22,189.93,DELIVERED,2023-11-23T18:38:33
538,65,2025-10-27,17.18,DELIVERED,2025-10-29T02:27:30
539,133,2025-04-30,272.32,CANCELLED,2025-05-01T02:36:33
540,137,2023-11-27,11.34,CANCELLED,2023-11-29T14:27:21
541,52,2024-11-04,54.39,SHIPPED,2024-11-06T07:25:14
542,112,2023-08-22,57.12,DELIVERED,2023-08-24T18:01:37
543,74,2023-04-11,11.72,DELIVERED,2023-04-12T19:01:56
544,50,2025-07-22,26.61,PENDING,2025-07-23T15:33:49
545,109,2026-09-26,1.04,DELIVERED,2024-04-28T15:47:29
546,169,2023-07-31,2.63,DELIVERED,2023-08-01T00:30:09
547,22,2023-03-07,32.15,SHIPPED,2023-03-09T13:32:12
548,24,2023-04-09,398.53,SHIPPED,2023-04-10T21:29:50
549,149,2023-08-07,213.66,RETURNED,2023-08-08T00:27:44
550,32,2024-01-27,93.60,DELIVERED,2024-01-28T12:05:05
551,61,2025-06-26,13.46,RETURNED,2025-06-28T17:15:37
552,105,2023-06-15,14.71,SHIPPED,2023-06-16T10:18:54
553,175,2025-01-31,17.19,CONFIRMED,2025-02-02T04:53:34
554,79,2023-08-14,30.55,PENDING,2023-08-15T02:41:36
555,14,2025-07-30,265.38,DELIVERED,2025-07-30T05:24:37
556,180,2024-01-08,38.75,SHIPPED,2024-01-09T00:45:45
557,101,2023-07-09,2.60,RETURNED,2023-07-11T01:29:39
558,42,2024-04-12,1.70,CANCELLED,2024-04-12T15:55:24
559,21,2025-09-28,75.22,CANCELLED,2025-09-29T05:04:23
560,184,2025-01-01,10.72,DELIVERED,2025-01-03T19:33:21
561,91,2023-06-05,75.77,DELIVERED,2023-06-06T10:01:04
562,196,2025-04-30,10.28,PENDING,2025-05-02T20:46:11
563,103,2025-09-05,66.25,CONFIRMED,2025-09-07T02:55:52
564,183,2025-06-13,11.39,RETURNED,2025-06-13T17:43:42
565,82,2023-07-22,209.38,DELIVERED,2023-07-23T17:13:00
566,84,2023-07-27,6.35,DELIVERED,2023-07-28T02:36:22
567,119,2024-10-05,543.66,CONFIRMED,2024-10-06T21:32:48
568,67,2023-09-20,23.18,CONFIRMED,2023-09-20T07:40:41
569,117,2023-09-22,6.24,CANCELLED,2023-09-23T19:38:26
570,192,2023-12-15,79.78,DELIVERED,2023-12-17T15:22:05
571,47,2023-11-17,58.89,DELIVERED,2023-11-19T13:49:41
572,64,2024-03-26,12.28,SHIPPED,2024-03-27T12:10:39
573,176,2024-12-12,10.12,CONFIRMED,2024-12-12T23:35:46
574,143,2024-10-19,41.09,PENDING,2024-10-21T13:25:49
575,12,2023-12-31,73.94,PENDING,2024-01-02T02:31:24
576,87,2024-08-14,8.67,CANCELLED,2024-08-15T14:23:09
577,30,2024-05-07,35.62,SHIPPED,2024-05-09T20:26:58
578,68,2025-02-14,87.80,DELIVERED,2025-02-15T05:55:14
579,39,2023-09-14,86.36,DELIVERED,2023-09-15T04:02:33
580,112,2025-09-16,6.18,CONFIRMED,2025-09-17T05:06:50
581,29,2025-02-07,41.72,CANCELLED,2025-02-07T22:36:40
582,131,2023-07-12,15.02,CANCELLED,2023-07-13T01:09:50
583,,2025-10-27,11.69,CANCELLED,2025-10-28T17:33:52
584,83,2024-09-04,1498.91,CONFIRMED,2024-09-05T07:42:55
585,153,2025-10-21,4.01,DELIVERED,2025-10-22T20:24:29
586,188,2023-03-10,52.49,RETURNED,2023-03-11T20:44:04
587,15,2025-06-03,51.26,DELIVERED,2025-06-03T12:45:52
588,62,2025-07-24,10.74,RETURNED,2025-07-25T16:03:20
589,200,2023-05-19,78.77,DELIVERED,2023-05-19T15:10:52
590,111,2025-10-13,7.14,DELIVERED,2025-10-13T11:17:04
591,95,2025-11-30,3.42,DELIVERED,2025-12-01T16:13:55
592,24,2024-08-25,10.05,DELIVERED,2024-08-27T04:01:34
593,11,2025-08-11,26.15,DELIVERED,2025-08-12T02:38:59
594,127,2025-11-16,95.69,DELIVERED,2025-11-17T10:30:44
595,123,2023-05-11,30.84,SHIPPED,2023-05-12T05:37:56
596,76,2025-11-29,144.65,DELIVERED,2025-11-29T21:04:21
597,25,2023-03-12,8.13,DELIVERED,2023-03-13T10:15:35
598,129,2024-01-29,19.11,PENDING,2024-01-30T13:42:12
599,181,2024-12-20,6.66,SHIPPED,2024-12-20T13:22:40
600,88,2024-12-07,19.37,RETURNED,2024-12-09T14:33:37
601,155,2023-10-18,2.55,SHIPPED,2023-10-19T09:00:49
602,4,2024-11-04,6.42,CONFIRMED,2024-11-06T08:11:45
603,159,2025-12-10,49.83,CANCELLED,2025-12-11T18:24:20
604,35,2025-12-08,65.85,PENDING,2025-12-10T17:45:23
605,167,2023-01-25,6.03,CONFIRMED,2023-01-27T13:14:41
606,30,2025-04-16,9.46,CONFIRMED,2025-04-17T04:48:44
607,116,2025-12-27,201.71,DELIVERED,2025-12-28T15:45:21
608,107,2025-06-03,84.41,CANCELLED,2025-06-04T15:54:22
609,125,2025-07-14,38.77,SHIPPED,2025-07-16T13:30:30
610,5,2025-08-07,18.40,DELIVERED,2025-08-09T18:11:48
611,122,2023-04-09,132.64,CONFIRMED,2023-04-10T09:50:44
612,42,2025-09-30,27.42,SHIPPED,2025-10-01T18:19:46
613,176,2024-06-18,16.33,SHIPPED,2024-06-19T08:33:35
614,183,2025-10-17,11.31,SHIPPED,2025-10-18T19:10:28
615,42,2025-11-11,353.17,DELIVERED,2025-11-13T09:15:31
616,41,2023-05-14,31.73,DELIVERED,2023-05-16T16:28:00
617,13,2024-10-08,19.86,RETURNED,2024-10-09T13:01:15
618,129,2024-02-10,51.49,PENDING,2024-02-11T02:37:38
619,58,2024-10-30,43.61,DELIVERED,2024-10-31T06:41:40
620,39,2024-07-05,116.19,CANCELLED,2024-07-05T23:20:36
621,,2025-07-27,163.05,CANCELLED,2025-07-29T12:32:41
622,93,2023-09-17,12.31,CONFIRMED,2023-09-19T04:56:14
623,40,2024-11-16,32.28,DELIVERED,2024-11-18T05:58:50
624,107,,119.04,DELIVERED,2023-08-03T08:31:47
625,96,2024-06-14,33.49,DELIVERED,2024-06-15T00:20:04
626,136,2025-09-04,3.96,DELIVERED,2025-09-06T14:14:20
627,175,2026-05-15,226.44,SHIPPED,2024-10-29T06:40:28
628,198,2025-03-14,9.51,CONFIRMED,2025-03-14T21:09:26
629,180,2023-02-27,7.73,DELIVERED,2023-03-01T09:57:16
630,180,2024-05-02,67.98,DELIVERED,2024-05-03T06:24:21
631,179,2025-04-25,182.34,SHIPPED,2025-04-27T09:38:45
632,100,2025-10-04,5.21,DELIVERED,2025-10-05T21:24:51
633,134,2023-07-15,5.10,SHIPPED,2023-07-17T03:49:51
634,67,2023-02-06,189.91,CONFIRMED,2023-02-06T11:13:33
635,91,2024-10-18,16.43,CONFIRMED,2024-10-20T02:06:31
636,117,2023-07-13,6.82,SHIPPED,2023-07-15T00:00:35
637,60,2025-06-22,296.26,SHIPPED,2025-06-24T00:23:21
638,189,2025-06-08,10.06,CONFIRMED,2025-06-10T14:15:15
639,26,2025-06-23,93.74,CONFIRMED,2025-06-24T05:17:30
640,34,2024-10-02,7.69,DELIVERED,2024-10-02T08:26:51
641,133,2024-07-27,37.76,DELIVERED,2024-07-29T12:17:10
642,42,2025-06-26,75.05,CONFIRMED,2025-06-28T00:25:25
643,136,2024-12-12,239.66,CONFIRMED,2024-12-12T09:46:12
644,31,2025-01-05,47.17,SHIPPED,2025-01-05T10:58:28
645,96,2025-03-23,10.67,SHIPPED,2025-03-23T12:33:28
646,79,2023-08-10,90.95,CANCELLED,2023-08-11T08:33:25
647,12,2025-01-29,10.04,DELIVERED,2025-01-29T08:32:54
648,156,2025-05-28,27.60,CONFIRMED,2025-05-30T02:12:35
649,39,2025-09-15,167.13,CANCELLED,2025-09-16T22:57:30
650,102,,50.16,SHIPPED,2025-08-30T08:07:47
651,7,2024-03-06,12.00,DELIVERED,2024-03-08T15:17:35
652,22,2024-04-24,76.65,CONFIRMED,2024-04-26T06:41:27
653,193,2025-06-15,237.09,DELIVERED,2025-06-15T06:44:05
654,149,2023-07-06,5.58,DELIVERED,2023-07-08T15:28:54
655,6,2025-07-31,26.80,SHIPPED,2025-08-01T14:11:15
656,30,2023-02-07,19.96,RETURNED,2023-02-08T18:54:27
657,40,2024-03-19,1.97,SHIPPED,2024-03-19T16:41:00
658,7,2023-09-20,46.96,DELIVERED,2023-09-20T23:53:58
659,61,2023-06-03,8.76,DELIVERED,2023-06-04T06:27:04
660,142,2024-08-21,16.50,DELIVERED,2024-08-21T11:39:18
661,143,2024-09-25,53.42,DELIVERED,2024-09-26T17:28:10
662,129,2025-06-01,16.06,CONFIRMED,2025-06-02T20:43:58
663,143,,37.87,DELIVERED,2024-08-04T08:49:38
664,16,2025-08-22,48.35,RETURNED,2025-08-23T01:29:19
665,90,2025-07-17,102.26,CANCELLED,2025-07-18T11:07:31
666,102,2025-03-03,39.87,DELIVERED,2025-03-04T13:25:21
667,130,2025-05-14,88.84,RETURNED,2025-05-15T05:02:37
668,170,2025-11-25,59.64,RETURNED,2025-11-26T12:34:05
669,126,2024-12-15,48.35,DELIVERED,2024-12-16T21:33:42
670,173,2025-10-05,265.55,CONFIRMED,2025-10-07T02:06:01
671,197,2024-08-07,23.21,CANCELLED,2024-08-09T07:19:51
672,3,2023-07-13,-23.80,CONFIRMED,2023-07-15T01:32:02
673,158,2025-11-23,24.01,DELIVERED,2025-11-25T02:54:18
674,181,2023-12-10,5.05,DELIVERED,2023-12-11T03:58:59
675,146,2023-11-01,6.40,DELIVERED,2023-11-03T07:38:43
676,155,2023-10-29,148.37,DELIVERED,2023-10-30T19:16:43
677,146,2023-07-19,9.88,CANCELLED,2023-07-21T05:22:19
678,117,2024-03-02,69.26,PENDING,2024-03-02T16:41:17
679,120,2025-11-11,7.73,DELIVERED,2025-11-13T08:58:43
680,108,2023-03-09,15.10,DELIVERED,2023-03-11T11:28:49
681,7,2024-08-31,1.94,RETURNED,2024-09-01T06:33:29
682,17,2025-12-07,13.06,DELIVERED,2025-12-08T08:14:55
683,161,2025-01-15,157.02,RETURNED,2025-01-16T18:26:42
684,14,2024-01-19,8.84,CANCELLED,2024-01-20T05:33:10
685,196,2024-01-03,147.25,PENDING,2024-01-03T23:26:36
686,178,2023-07-13,3.33,PENDING,2023-07-14T03:51:52
687,17,2024-11-17,11.10,CONFIRMED,2024-11-17T15:54:44
688,159,2023-03-23,110.39,DELIVERED,2023-03-23T21:16:27
689,119,2025-07-20,52.83,DELIVERED,2025-07-22T04:48:28
690,85,2025-08-19,96.25,DELIVERED,2025-08-20T05:35:18
691,50,2023-01-20,97.38,CANCELLED,2023-01-21T17:09:05
692,159,2025-03-01,18.65,DELIVERED,2025-03-02T06:05:34
693,132,2023-03-10,5.23,RETURNED,2023-03-10T15:04:41
694,88,2024-04-28,11.59,SHIPPED,2024-04-29T23:56:18
695,61,2025-03-15,48.40,DELIVERED,2025-03-16T18:31:52
696,18,2023-03-26,47.57,SHIPPED,2023-03-27T23:54:26
697,86,2025-12-15,14.52,DELIVERED,2025-12-17T04:20:04
698,11,2023-09-10,21.19,DELIVERED,2023-09-10T09:14:11
699,55,2025-09-19,69.80,CONFIRMED,2025-09-19T21:57:42
700,2,2024-05-29,21.63,SHIPPED,2024-05-31T23:46:44
701,50,2023-02-16,10.84,DELIVERED,2023-02-18T03:08:12
702,68,2024-07-13,18.75,DELIVERED,2024-07-13T05:23:20
703,29,2025-05-11,10.25,SHIPPED,2025-05-12T01:26:35
704,44,2024-12-09,21.59,RETURNED,2024-12-10T08:30:21
705,97,2025-08-26,70.18,DELIVERED,2025-08-27T06:43:15
706,138,2024-10-29,44.46,SHIPPED,2024-10-30T23:25:04
707,33,2024-01-19,47.95,CANCELLED,2024-01-20T03:13:37
708,170,2025-01-29,290.91,DELIVERED,2025-01-30T04:53:32
709,133,2024-08-25,75.66,DELIVERED,2024-08-27T16:00:26
710,127,2024-08-03,135.40,DELIVERED,2024-08-05T05:12:32
711,52,2025-09-18,48.85,DELIVERED,2025-09-19T20:18:03
712,41,2023-12-06,25.85,RETURNED,2023-12-07T09:45:53
713,150,2025-05-05,27.77,PENDING,2025-05-05T12:03:55
714,95,2024-06-06,27.74,CANCELLED,2024-06-07T16:55:51
715,166,2024-08-16,14.00,PENDING,2024-08-17T01:49:17
716,71,2024-04-02,35.66,RETURNED,2024-04-03T21:25:12
717,78,2023-04-21,13.05,DELIVERED,2023-04-22T20:04:17
718,,2024-03-02,23.73,DELIVERED,2024-03-02T21:46:49
719,54,2023-08-20,4.36,DELIVERED,2023-08-21T23:36:15
720,22,2025-05-08,77.52,SHIPPED,2025-05-09T16:59:23
721,143,2025-12-20,11.17,PENDING,2025-12-21T08:08:11
722,176,2023-07-19,18.77,DELIVERED,2023-07-20T05:04:20
723,146,2025-12-08,12.20,DELIVERED,2025-12-10T03:23:58
724,156,2023-08-27,66.61,DELIVERED,2023-08-28T16:01:28
725,85,2024-08-15,21.22,DELIVERED,2024-08-15T22:35:11
726,46,2024-04-18,4.13,PENDING,2024-04-18T12:00:22
727,60,2025-01-29,125.32,SHIPPED,2025-01-29T02:49:30
728,191,2024-12-07,8.91,PENDING,2024-12-07T11:05:27
729,182,2023-11-17,99.97,DELIVERED,2023-11-18T03:07:15
730,176,2025-06-12,47.56,DELIVERED,2025-06-13T04:57:38
731,64,2023-08-10,7.43,DELIVERED,2023-08-11T20:56:34
732,24,2025-02-01,30.57,SHIPPED,2025-02-02T22:15:51
733,77,2024-12-09,138.40,SHIPPED,2024-12-10T19:20:38
734,169,2023-09-30,80.29,CONFIRMED,2023-10-01T04:10:52
735,41,2024-09-03,110.69,SHIPPED,2024-09-05T05:39:23
736,127,2024-03-29,59.44,DELIVERED,2024-03-31T05:25:57
737,116,2023-07-08,74.75,CONFIRMED,2023-07-09T07:48:18
738,88,2023-03-11,64.84,DELIVERED,2023-03-12T14:07:10
739,192,2024-09-08,118.65,DELIVERED,2024-09-08T08:05:27
740,113,2023-05-09,102.37,CONFIRMED,2023-05-10T17:38:09
741,46,2023-09-08,195.01,SHIPPED,2023-09-09T03:10:49
742,92,2024-08-30,50.98,CONFIRMED,2024-08-30T14:55:32
743,163,2025-11-14,4.82,CANCELLED,2025-11-16T02:28:09
744,14,,23.91,DELIVERED,2025-10-22T15:05:23
745,,2023-11-10,23.60,PENDING,2023-11-11T01:20:22
746,25,2024-06-07,49.18,DELIVERED,2024-06-08T05:37:09
747,28,2023-09-18,10.25,CANCELLED,2023-09-20T18:07:39
748,102,2025-08-31,1649.33,RETURNED,2025-09-01T05:17:31
749,103,2026-12-30,23.17,DELIVERED,2023-11-29T09:17:44
750,160,2023-12-08,51.97,SHIPPED,2023-12-09T02:46:51
751,27,2023-12-06,11.96,DELIVERED,2023-12-07T15:32:21
752,84,2025-06-03,18.84,RETURNED,2025-06-03T16:30:10
753,195,2025-11-19,13.25,CANCELLED,2025-11-20T22:57:47
754,131,2025-11-01,154.38,DELIVERED,2025-11-02T11:05:46
755,80,2025-07-01,337.13,CONFIRMED,2025-07-03T12:24:53
756,,2024-01-14,33.01,CONFIRMED,2024-01-16T00:02:34
757,82,2024-11-20,81.23,DELIVERED,2024-11-22T07:18:42
758,7,2025-03-20,50.82,CONFIRMED,2025-03-21T06:32:51
759,57,2024-06-16,255.51,DELIVERED,2024-06-17T01:50:29
760,126,2024-05-14,29.39,PENDING,2024-05-15T03:29:46
761,53,2025-09-12,7.47,CONFIRMED,2025-09-12T20:54:51
762,109,2024-12-26,13.99,CONFIRMED,2024-12-27T09:47:24
763,70,2024-03-19,24.72,CANCELLED,2024-03-20T19:43:36
764,109,2024-07-12,20.58,DELIVERED,2024-07-13T16:11:10
765,22,2023-08-31,6.70,DELIVERED,2023-09-01T10:34:13
766,66,2025-07-13,2.42,SHIPPED,2025-07-15T01:02:38
767,86,2024-03-15,42.37,CONFIRMED,2024-03-17T00:25:16
768,104,2023-08-29,70.66,RETURNED,2023-08-29T21:32:44
769,151,2024-08-02,31.19,PENDING,2024-08-03T16:51:00
770,90,2023-07-13,313.55,DELIVERED,2023-07-14T09:51:28
771,109,2025-12-05,105.48,DELIVERED,2025-12-06T12:44:42
772,179,2023-02-23,76.18,DELIVERED,2023-02-24T14:32:07
773,,2025-07-29,9.65,CANCELLED,2025-07-30T18:16:35
774,151,2025-09-28,137.66,RETURNED,2025-09-29T22:52:33
775,178,2023-10-21,9.97,SHIPPED,2023-10-22T11:50:27
776,193,2025-10-19,64.46,CANCELLED,2025-10-20T23:08:22
777,89,2023-05-19,116.21,CANCELLED,2023-05-19T08:26:31
778,,2023-11-22,24.45,CANCELLED,2023-11-24T11:40:43
779,188,2025-12-17,38.43,DELIVERED,2025-12-18T19:34:06
780,129,2023-10-17,7.65,RETURNED,2023-10-19T11:29:49
781,195,2023-11-27,2.82,CONFIRMED,2023-11-27T17:18:35
782,163,2024-09-27,66.37,CONFIRMED,2024-09-28T05:53:07
783,150,2024-08-09,16.47,CONFIRMED,2024-08-10T02:44:26
784,155,2023-06-06,34.69,DELIVERED,2023-06-06T15:26:14
785,110,2024-02-17,30.47,SHIPPED,2024-02-19T07:04:36
786,15,2024-06-16,57.21,RETURNED,2024-06-17T19:51:15
787,186,2023-06-05,24.68,CANCELLED,2023-06-05T15:52:58
788,180,2023-02-09,6.33,DELIVERED,2023-02-11T12:26:08
789,132,2024-12-03,629.56,DELIVERED,2024-12-04T16:43:37
790,12,2025-09-18,6.99,RETURNED,2025-09-19T02:05:42
791,190,2025-11-19,11.43,DELIVERED,2025-11-20T08:02:26
792,37,2024-10-26,19.55,CANCELLED,2024-10-28T00:52:30
793,141,2025-02-22,9.48,RETURNED,2025-02-23T01:13:00
794,63,2024-11-24,30.57,CONFIRMED,2024-11-24T14:46:26
795,184,2025-10-21,7.42,PENDING,2025-10-23T18:04:48
796,66,2024-05-22,66.90,DELIVERED,2024-05-23T05:49:54
797,178,2025-11-07,56.89,SHIPPED,2025-11-08T01:49:39
798,184,2025-06-13,8.46,DELIVERED,2025-06-15T08:47:44
799,67,2025-10-12,27.96,CONFIRMED,2025-10-14T13:53:29
800,95,2023-05-19,58.54,CONFIRMED,2023-05-20T09:21:31
801,152,2024-08-13,67.20,DELIVERED,2024-08-15T03:42:03
