order_id,customer_id,product_id,quantity,unit_price,order_date,sales_region,sales_channel,_ingested_at
318,30,12,18,91.54,2022-08-08,INTERNATIONAL,ONLINE,2025-01-15 08:00:00
319,154,26,18,143.24,2024-12-09,INTERNATIONAL,STORE,2025-01-15 08:00:00
320,125,8,19,39.12,2022-05-24,INTERNATIONAL,STORE,2025-01-15 08:00:00
321,37,21,9,187.1,2023-05-03,EAST,PARTNER,2025-01-15 08:00:00
322,55,46,5,85.33,2023-12-12,CENTRAL,ONLINE,2025-01-15 08:00:00
323,147,34,6,124.34,2022-06-01,SOUTH,WHOLESALE,2025-01-15 08:00:00
324,104,21,-1,31.03,2024-05-20,CENTRAL,ONLINE,2025-01-15 08:00:00
325,70,21,7,8.64,2022-12-30,INTERNATIONAL,STORE,2025-01-15 08:00:00
326,95,12,4,102.21,2023-01-10,INTERNATIONAL,ONLINE,2025-01-15 08:00:00
327,99,26,3,40.5,2022-06-29,SOUTH,ONLINE,2025-01-15 08:00:00
328,120,34,9,107.69,2023-08-02,INTERNATIONAL,STORE,2025-01-15 08:00:00
329,150,27,14,76.05,2024-05-21,WEST,ONLINE,2025-01-15 08:00:00
330,119,49,17,115.73,2022-08-20,WEST,STORE,2025-01-15 08:00:00
331,60,23,10,172.26,2024-08-28,WEST,ONLINE,2025-01-15 08:00:00
332,193,50,17,99.14,2023-10-15,EAST,PARTNER,2025-01-15 08:00:00
333,64,8,13,152.23,2022-11-25,SOUTH,WHOLESALE,2025-01-15 08:00:00
334,53,30,14,139.17,2023-06-14,EAST,STORE,2025-01-15 08:00:00
335,121,6,5,35.62,2024-12-05,INTERNATIONAL,ONLINE,2025-01-15 08:00:00
336,68,41,10,145.26,2023-11-01,EAST,STORE,2025-01-15 08:00:00
337,69,21,15,193.41,2024-10-15,WEST,STORE,2025-01-15 08:00:00
338,70,37,14,153.23,2022-06-29,SOUTH,STORE,2025-01-15 08:00:00
339,28,44,5,51.19,2023-08-27,INTERNATIONAL,STORE,2025-01-15 08:00:00
340,76,36,8,125.79,2024-04-26,EAST,STORE,2025-01-15 08:00:00
341,51,49,1,114.33,2022-04-07,EAST,WHOLESALE,2025-01-15 08:00:00
342,27,29,7,85.2,2024-07-03,EAST,ONLINE,2025-01-15 08:00:00
343,27,5,15,121.45,2023-07-30,CENTRAL,WHOLESALE,2025-01-15 08:00:00
344,199,20,11,81.17,2023-06-06,INTERNATIONAL,ONLINE,2025-01-15 08:00:00
345,80,3,2,15.19,2023-08-06,SOUTH,STORE,2025-01-15 08:00:00
346,23,46,15,127.06,2022-10-03,WEST,STORE,2025-01-15 08:00:00
347,140,46,20,18.97,2023-04-02,SOUTH,STORE,2025-01-15 08:00:00
348,145,37,11,186.11,2023-12-11,SOUTH,ONLINE,2025-01-15 08:00:00
349,169,9,1,33.29,2022-07-04,CENTRAL,ONLINE,2025-01-15 08:00:00
350,156,38,13,128.6,2024-12-26,CENTRAL,ONLINE,2025-01-15 08:00:00
351,136,43,20,44.29,2022-03-27,SOUTH,ONLINE,2025-01-15 08:00:00
352,19,45,5,167.78,2023-01-07,EAST,ONLINE,2025-01-15 08:00:00
353,161,35,3,61.83,2024-10-18,EAST,STORE,2025-01-15 08:00:00
354,168,47,4,140.95,2024-12-21,SOUTH,STORE,2025-01-15 08:00:00
355,92,13,12,167.06,2027-06-04,INTERNATIONAL,PARTNER,2025-01-15 08:00:00
356,173,24,10,143.66,2024-05-30,WEST,STORE,2025-01-15 08:00:00
357,194,9,14,113.44,2022-04-14,WEST,WHOLESALE,2025-01-15 08:00:00
358,25,3,11,65.7,2023-06-03,EAST,ONLINE,2025-01-15 08:00:00
359,168,30,9,197.68,2024-06-11,WEST,ONLINE,2025-01-15 08:00:00
360,48,37,19,113.98,2024-06-18,EAST,ONLINE,2025-01-15 08:00:00
361,94,37,1,196.86,2022-03-23,INTERNATIONAL,STORE,2025-01-15 08:00:00
362,45,17,8,9.03,2022-01-15,CENTRAL,STORE,2025-01-15 08:00:00
363,157,9,3,193.44,2024-08-20,SOUTH,ONLINE,2025-01-15 08:00:00
364,172,13,15,39.74,2024-08-30,EAST,STORE,2025-01-15 08:00:00
365,194,20,6,125.96,2023-12-15,INTERNATIONAL,ONLINE,2025-01-15 08:00:00
366,18,17,17,82.04,2022-12-28,CENTRAL,STORE,2025-01-15 08:00:00
367,55,19,4,132.85,2022-04-12,WEST,STORE,2025-01-15 08:00:00
368,144,44,15,158.42,2022-01-15,EAST,ONLINE,2025-01-15 08:00:00
369,192,50,20,36.15,2024-07-13,INTERNATIONAL,PARTNER,2025-01-15 08:00:00
370,17,19,20,59.76,2022-02-10,WEST,STORE,2025-01-15 08:00:00
371,134,38,15,155.08,2022-11-02,SOUTH,ONLINE,2025-01-15 08:00:00
372,61,20,2,118.83,2023-01-08,EAST,WHOLESALE,2025-01-15 08:00:00
373,68,43,14,152.33,2023-10-29,WEST,PARTNER,2025-01-15 08:00:00
374,18,29,5,99.76,2023-01-21,EAST,WHOLESALE,2025-01-15 08:00:00
375,113,25,16,46.75,2024-08-12,WEST,ONLINE,2025-01-15 08:00:00
376,162,24,18,120.34,2023-05-25,SOUTH,STORE,2025-01-15 08:00:00
377,50,1,2,124.64,2023-01-30,CENTRAL,WHOLESALE,2025-01-15 08:00:00
378,30,41,3,38.49,2024-02-17,INTERNATIONAL,ONLINE,2025-01-15 08:00:00
379,4,45,18,26.0,2024-11-03,CENTRAL,ONLINE,2025-01-15 08:00:00
380,22,33,10,199.93,2024-05-05,EAST,STORE,2025-01-15 08:00:00
381,173,21,17,137.6,2022-02-17,CENTRAL,STORE,2025-01-15 08:00:00
382,133,42,15,66.37,2023-08-26,CENTRAL,ONLINE,2025-01-15 08:00:00
383,103,2,17,47.39,2024-02-05,EAST,ONLINE,2025-01-15 08:00:00
384,139,47,13,6.48,2022-05-08,INTERNATIONAL,STORE,2025-01-15 08:00:00
385,112,11,1,131.14,2023-10-01,SOUTH,PARTNER,2025-01-15 08:00:00
386,108,1,1,183.36,2023-09-29,WEST,ONLINE,2025-01-15 08:00:00
387,21,21,11,34.59,2022-02-11,INTERNATIONAL,STORE,2025-01-15 08:00:00
388,166,45,18,56.9,2023-01-22,CENTRAL,STORE,2025-01-15 08:00:00
389,44,31,17,160.48,2023-02-19,INTERNATIONAL,STORE,2025-01-15 08:00:00
390,82,37,20,90.73,2023-11-04,INTERNATIONAL,ONLINE,2025-01-15 08:00:00
391,123,13,15,82.5,2022-04-01,INTERNATIONAL,ONLINE,2025-01-15 08:00:00
392,183,32,8,138.68,2024-04-04,CENTRAL,ONLINE,2025-01-15 08:00:00
393,148,8,9,49.45,2022-11-21,WEST,ONLINE,2025-01-15 08:00:00
394,87,25,13,109.07,2023-09-26,CENTRAL,ONLINE,2025-01-15 08:00:00
395,134,21,10,9.08,2024-07-02,SOUTH,WHOLESALE,2025-01-15 08:00:00
396,97,45,11,131.6,2022-05-15,SOUTH,ONLINE,2025-01-15 08:00:00
397,90,3,13,121.3,2023-10-11,CENTRAL,ONLINE,2025-01-15 08:00:00
398,75,48,10,118.68,2023-07-15,WEST,STORE,2025-01-15 08:00:00
399,32,2,4,173.57,2023-04-01,EAST,STORE,2025-01-15 08:00:00
400,105,49,-5,89.46,2024-07-31,CENTRAL,ONLINE,2025-01-15 08:00:00
401,130,32,16,51.07,2022-01-02,INTERNATIONAL,PARTNER,2025-01-15 08:00:00
402,105,9,6,122.12,2027-06-08,INTERNATIONAL,ONLINE,2025-01-15 08:00:00
403,138,50,18,116.49,2023-09-24,SOUTH,STORE,2025-01-15 08:00:00
404,4,1,11,115.72,2023-02-19,SOUTH,WHOLESALE,2025-01-15 08:00:00
405,109,14,20,51.85,2024-05-18,CENTRAL,ONLINE,2025-01-15 08:00:00
406,136,5,4,127.67,2024-05-26,WEST,STORE,2025-01-15 08:00:00
407,97,47,9,190.18,2022-08-10,EAST,ONLINE,2025-01-15 08:00:00
408,185,35,3,41.47,2023-07-30,WEST,WHOLESALE,2025-01-15 08:00:00
409,105,45,13,125.45,2024-10-13,INTERNATIONAL,ONLINE,2025-01-15 08:00:00
410,105,40,4,43.84,2024-11-27,INTERNATIONAL,STORE,2025-01-15 08:00:00
411,127,16,10,118.02,2022-02-08,SOUTH,STORE,2025-01-15 08:00:00
412,113,4,7,76.46,2022-04-04,SOUTH,STORE,2025-01-15 08:00:00
413,114,38,8,112.82,2024-10-11,INTERNATIONAL,STORE,2025-01-15 08:00:00
414,53,12,4,35.6,2022-08-10,WEST,PARTNER,2025-01-15 08:00:00
415,88,39,13,117.53,2023-10-06,EAST,ONLINE,2025-01-15 08:00:00
416,132,9,18,154.46,2023-11-15,WEST,ONLINE,2025-01-15 08:00:00
417,74,44,19,58.14,2022-07-13,SOUTH,STORE,2025-01-15 08:00:00
418,65,1,17,135.97,2022-11-17,SOUTH,STORE,2025-01-15 08:00:00
419,77,2,10,6.7,2024-08-15,EAST,ONLINE,2025-01-15 08:00:00
420,76,10,15,71.72,2024-12-29,EAST,ONLINE,2025-01-15 08:00:00
421,44,50,2,155.67,2022-03-11,WEST,WHOLESALE,2025-01-15 08:00:00
422,75,47,11,41.93,2027-10-25,CENTRAL,ONLINE,2025-01-15 08:00:00
423,34,5,20,144.53,2024-11-03,INTERNATIONAL,ONLINE,2025-01-15 08:00:00
424,45,11,20,183.13,2024-09-16,SOUTH,ONLINE,2025-01-15 08:00:00
425,144,34,7,120.86,2022-12-15,INTERNATIONAL,STORE,2025-01-15 08:00:00
426,99,37,10,144.65,2024-03-12,INTERNATIONAL,WHOLESALE,2025-01-15 08:00:00
427,185,14,3,159.48,2024-01-21,CENTRAL,STORE,2025-01-15 08:00:00
428,12,4,14,145.86,2022-11-18,INTERNATIONAL,ONLINE,2025-01-15 08:00:00
429,45,2,9,11.15,2024-04-20,INTERNATIONAL,WHOLESALE,2025-01-15 08:00:00
430,113,1,12,104.58,2023-11-12,SOUTH,WHOLESALE,2025-01-15 08:00:00
431,163,47,15,107.79,2024-01-24,CENTRAL,ONLINE,2025-01-15 08:00:00
432,39,42,15,26.9,2022-04-15,EAST,WHOLESALE,2025-01-15 08:00:00
433,113,29,5,64.59,2024-02-02,EAST,ONLINE,2025-01-15 08:00:00
434,181,16,8,11.15,2024-10-24,CENTRAL,ONLINE,2025-01-15 08:00:00
435,114,48,7,65.67,2024-04-21,CENTRAL,ONLINE,2025-01-15 08:00:00
436,57,35,13,49.29,2024-10-11,EAST,ONLINE,2025-01-15 08:00:00
437,120,28,12,15.35,2023-03-03,CENTRAL,STORE,2025-01-15 08:00:00
438,60,46,18,84.92,2022-03-03,WEST,ONLINE,2025-01-15 08:00:00
439,10,8,7,129.01,2024-06-05,SOUTH,STORE,2025-01-15 08:00:00
440,180,28,15,164.1,2023-06-11,SOUTH,ONLINE,2025-01-15 08:00:00
441,13,29,16,10.81,2022-10-04,INTERNATIONAL,PARTNER,2025-01-15 08:00:00
442,147,4,11,115.89,2023-05-21,EAST,ONLINE,2025-01-15 08:00:00
443,102,14,7,185.66,2023-06-13,WEST,ONLINE,2025-01-15 08:00:00
444,77,48,8,199.58,2022-08-26,WEST,STORE,2025-01-15 08:00:00
445,187,17,19,102.76,2023-07-04,EAST,ONLINE,2025-01-15 08:00:00
446,131,41,4,27.54,2023-05-20,EAST,STORE,2025-01-15 08:00:00
447,80,26,17,43.65,2022-09-13,CENTRAL,ONLINE,2025-01-15 08:00:00
448,134,30,3,26.04,2022-04-29,CENTRAL,WHOLESALE,2025-01-15 08:00:00
449,55,17,11,119.55,2024-12-16,INTERNATIONAL,PARTNER,2025-01-15 08:00:00
450,154,1,11,67.85,2022-04-12,CENTRAL,ONLINE,2025-01-15 08:00:00
451,122,31,13,72.49,2023-06-18,EAST,ONLINE,2025-01-15 08:00:00
452,169,37,9,108.89,2023-07-29,CENTRAL,STORE,2025-01-15 08:00:00
453,17,7,15,160.45,2023-01-09,WEST,ONLINE,2025-01-15 08:00:00
454,43,44,18,145.01,2022-09-12,WEST,STORE,2025-01-15 08:00:00
455,172,7,9,89.28,2024-05-02,INTERNATIONAL,WHOLESALE,2025-01-15 08:00:00
456,124,24,20,17.08,2024-10-02,WEST,PARTNER,2025-01-15 08:00:00
457,106,12,16,148.63,2023-02-16,INTERNATIONAL,ONLINE,2025-01-15 08:00:00
458,127,4,20,148.92,2023-01-23,SOUTH,ONLINE,2025-01-15 08:00:00
459,185,34,0,47.01,2022-08-24,INTERNATIONAL,STORE,2025-01-15 08:00:00
460,60,23,13,33.59,2023-04-12,WEST,PARTNER,2025-01-15 08:00:00
461,186,24,5,66.03,2023-07-10,CENTRAL,WHOLESALE,2025-01-15 08:00:00
462,159,30,17,58.31,2024-02-15,CENTRAL,STORE,2025-01-15 08:00:00
463,55,26,15,199.86,2022-07-10,INTERNATIONAL,PARTNER,2025-01-15 08:00:00
464,49,6,13,15.33,2023-10-30,INTERNATIONAL,STORE,2025-01-15 08:00:00
465,96,20,9,91.85,2022-08-06,CENTRAL,ONLINE,2025-01-15 08:00:00
466,25,12,9,56.55,2024-01-26,INTERNATIONAL,STORE,2025-01-15 08:00:00
467,198,17,10,106.31,2023-10-10,CENTRAL,STORE,2025-01-15 08:00:00
468,95,32,8,126.95,2024-05-17,CENTRAL,STORE,2025-01-15 08:00:00
469,,17,3,55.64,2023-03-30,SOUTH,ONLINE,2025-01-15 08:00:00
470,92,37,15,47.48,2023-05-29,CENTRAL,ONLINE,2025-01-15 08:00:00
471,9,38,7,42.61,2024-08-19,EAST,STORE,2025-01-15 08:00:00
472,89,4,17,80.47,2022-10-10,CENTRAL,ONLINE,2025-01-15 08:00:00
473,68,25,5,31.57,2024-09-05,WEST,STORE,2025-01-15 08:00:00
474,135,1,16,183.44,2022-08-22,EAST,ONLINE,2025-01-15 08:00:00
475,90,29,17,137.26,2024-11-22,SOUTH,ONLINE,2025-01-15 08:00:00
476,113,48,7,128.49,2024-06-23,INTERNATIONAL,STORE,2025-01-15 08:00:00
477,108,45,1,139.3,2024-03-02,CENTRAL,STORE,2025-01-15 08:00:00
478,152,29,20,83.98,2024-07-25,EAST,PARTNER,2025-01-15 08:00:00
479,,17,1,46.44,2023-06-03,CENTRAL,ONLINE,2025-01-15 08:00:00
480,190,49,14,49.5,2022-01-08,SOUTH,ONLINE,2025-01-15 08:00:00
481,166,8,17,155.08,2023-03-25,INTERNATIONAL,STORE,2025-01-15 08:00:00
482,75,43,9,173.48,2022-12-14,CENTRAL,ONLINE,2025-01-15 08:00:00
483,39,48,1,38.49,2024-11-23,INTERNATIONAL,PARTNER,2025-01-15 08:00:00
484,108,45,10,-18.81,2022-04-16,INTERNATIONAL,WHOLESALE,2025-01-15 08:00:00
485,150,10,13,80.65,2022-07-04,EAST,ONLINE,2025-01-15 08:00:00
486,197,43,20,179.92,2023-04-05,INTERNATIONAL,WHOLESALE,2025-01-15 08:00:00
487,172,10,8,98.97,2022-01-03,INTERNATIONAL,ONLINE,2025-01-15 08:00:00
488,82,17,6,153.35,2024-02-19,WEST,ONLINE,2025-01-15 08:00:00
489,63,14,2,135.22,2023-11-09,EAST,STORE,2025-01-15 08:00:00
490,86,33,8,181.92,2024-09-26,SOUTH,ONLINE,2025-01-15 08:00:00
491,73,15,20,77.52,2022-12-01,SOUTH,STORE,2025-01-15 08:00:00
492,124,10,15,134.08,2024-12-29,WEST,STORE,2025-01-15 08:00:00
493,180,27,6,16.58,2022-02-16,WEST,STORE,2025-01-15 08:00:00
494,137,25,9,60.72,2022-05-19,SOUTH,STORE,2025-01-15 08:00:00
495,157,29,6,193.76,2022-02-10,WEST,STORE,2025-01-15 08:00:00
496,103,31,5,31.99,2022-12-17,CENTRAL,ONLINE,2025-01-15 08:00:00
497,68,44,8,176.16,2022-11-04,INTERNATIONAL,STORE,2025-01-15 08:00:00
498,144,23,10,106.49,2022-09-19,INTERNATIONAL,PARTNER,2025-01-15 08:00:00
499,98,50,1,10.09,2022-07-15,SOUTH,WHOLESALE,2025-01-15 08:00:00
500,83,2,11,126.95,2023-03-25,CENTRAL,ONLINE,2025-01-15 08:00:00
501,165,38,20,97.29,2024-10-01,EAST,ONLINE,2025-01-15 08:00:00
502,66,23,13,102.3,2022-06-17,WEST,ONLINE,2025-01-15 08:00:00
503,115,35,1,7.73,2022-07-30,CENTRAL,ONLINE,2025-01-15 08:00:00
504,63,15,7,15.42,2022-06-15,SOUTH,ONLINE,2025-01-15 08:00:00
505,26,5,2,103.44,2022-06-01,WEST,ONLINE,2025-01-15 08:00:00
506,185,24,12,176.65,2024-01-12,WEST,ONLINE,2025-01-15 08:00:00
507,142,37,8,71.74,2024-04-04,SOUTH,WHOLESALE,2025-01-15 08:00:00
508,4,46,7,128.3,2022-09-17,EAST,ONLINE,2025-01-15 08:00:00
509,96,34,18,83.08,2023-04-07,SOUTH,ONLINE,2025-01-15 08:00:00
510,121,47,2,184.11,2023-09-15,WEST,WHOLESALE,2025-01-15 08:00:00
511,68,31,2,-8.84,2023-01-16,CENTRAL,ONLINE,2025-01-15 08:00:00
512,196,42,19,25.74,2022-01-17,INTERNATIONAL,PARTNER,2025-01-15 08:00:00
513,151,17,12,100.36,2022-05-25,EAST,STORE,2025-01-15 08:00:00
514,128,43,15,65.68,2023-03-12,SOUTH,WHOLESALE,2025-01-15 08:00:00
515,167,6,6,92.76,2022-09-25,INTERNATIONAL,WHOLESALE,2025-01-15 08:00:00
516,179,8,2,128.46,2022-10-08,WEST,WHOLESALE,2025-01-15 08:00:00
517,101,48,18,90.74,2023-05-08,EAST,ONLINE,2025-01-15 08:00:00
518,68,42,1,149.63,2023-04-28,WEST,ONLINE,2025-01-15 08:00:00
519,186,22,12,117.96,2023-08-12,SOUTH,ONLINE,2025-01-15 08:00:00
520,128,7,13,57.78,2022-11-14,INTERNATIONAL,ONLINE,2025-01-15 08:00:00
521,,21,1,187.09,2024-03-12,INTERNATIONAL,PARTNER,2025-01-15 08:00:00
522,63,26,8,58.73,2022-10-04,WEST,ONLINE,2025-01-15 08:00:00
523,33,10,15,187.99,2023-04-06,SOUTH,ONLINE,2025-01-15 08:00:00
524,55,47,1,36.47,2022-10-15,CENTRAL,ONLINE,2025-01-15 08:00:00
525,129,41,15,31.99,2024-12-21,WEST,WHOLESALE,2025-01-15 08:00:00
526,116,7,19,102.79,2023-08-19,CENTRAL,STORE,2025-01-15 08:00:00
527,56,16,10,72.44,2022-05-30,WEST,STORE,2025-01-15 08:00:00
528,77,17,10,81.1,2022-11-24,SOUTH,ONLINE,2025-01-15 08:00:00
529,103,42,15,187.06,2023-01-10,INTERNATIONAL,STORE,2025-01-15 08:00:00
530,183,44,8,141.5,2024-05-29,WEST,ONLINE,2025-01-15 08:00:00
531,41,27,2,132.0,2022-08-14,CENTRAL,WHOLESALE,2025-01-15 08:00:00
532,30,32,20,127.32,2022-09-16,SOUTH,STORE,2025-01-15 08:00:00
533,114,10,4,164.83,2023-03-14,CENTRAL,ONLINE,2025-01-15 08:00:00
534,129,28,8,123.54,2024-10-11,INTERNATIONAL,STORE,2025-01-15 08:00:00
535,66,41,12,68.46,2024-04-25,INTERNATIONAL,ONLINE,2025-01-15 08:00:00
536,134,27,6,63.09,2022-09-10,EAST,ONLINE,2025-01-15 08:00:00
537,107,30,15,186.37,2024-04-19,WEST,ONLINE,2025-01-15 08:00:00
538,173,13,1,98.65,2024-01-09,SOUTH,ONLINE,2025-01-15 08:00:00
539,192,16,2,137.02,2022-02-12,WEST,STORE,2025-01-15 08:00:00
540,192,5,12,14.38,2022-12-22,CENTRAL,ONLINE,2025-01-15 08:00:00
541,114,24,18,175.35,2022-06-05,SOUTH,ONLINE,2025-01-15 08:00:00
542,134,50,11,139.75,2023-10-31,SOUTH,ONLINE,2025-01-15 08:00:00
543,115,13,2,182.9,2024-10-13,INTERNATIONAL,ONLINE,2025-01-15 08:00:00
544,139,29,9,100.59,2024-09-18,CENTRAL,PARTNER,2025-01-15 08:00:00
545,82,43,8,147.24,2024-02-18,WEST,ONLINE,2025-01-15 08:00:00
546,119,25,10,29.65,2023-07-31,SOUTH,ONLINE,2025-01-15 08:00:00
547,2,7,12,138.27,2023-07-14,EAST,ONLINE,2025-01-15 08:00:00
548,151,29,3,104.59,2023-04-15,EAST,WHOLESALE,2025-01-15 08:00:00
549,38,15,13,19.18,2024-02-18,EAST,ONLINE,2025-01-15 08:00:00
550,155,32,18,73.22,2022-06-26,WEST,ONLINE,2025-01-15 08:00:00
551,95,2,6,14.1,2023-01-26,CENTRAL,STORE,2025-01-15 08:00:00
552,125,36,19,18.04,2024-06-13,INTERNATIONAL,ONLINE,2025-01-15 08:00:00
553,174,42,15,192.88,2023-03-24,CENTRAL,ONLINE,2025-01-15 08:00:00
554,155,20,9,69.4,2024-11-25,INTERNATIONAL,WHOLESALE,2025-01-15 08:00:00
555,98,50,13,134.37,2022-07-02,CENTRAL,STORE,2025-01-15 08:00:00
556,5,19,9,47.9,2027-03-03,WEST,STORE,2025-01-15 08:00:00
557,136,42,7,44.5,2022-09-21,EAST,ONLINE,2025-01-15 08:00:00
558,91,35,8,62.57,2022-12-03,WEST,ONLINE,2025-01-15 08:00:00
559,165,11,20,69.52,2022-09-20,CENTRAL,ONLINE,2025-01-15 08:00:00
560,140,43,18,50.71,2023-08-06,INTERNATIONAL,STORE,2025-01-15 08:00:00
561,,22,11,93.97,2024-06-03,EAST,STORE,2025-01-15 08:00:00
562,19,25,13,197.0,2023-03-10,CENTRAL,STORE,2025-01-15 08:00:00
563,43,7,13,116.11,2022-08-05,CENTRAL,ONLINE,2025-01-15 08:00:00
564,179,24,9,55.44,2024-10-02,WEST,ONLINE,2025-01-15 08:00:00
565,130,37,5,199.9,2024-06-27,WEST,ONLINE,2025-01-15 08:00:00
566,71,15,20,190.72,2023-08-03,INTERNATIONAL,STORE,2025-01-15 08:00:00
567,52,40,1,46.02,2022-11-11,WEST,ONLINE,2025-01-15 08:00:00
568,19,42,18,114.49,2023-07-16,SOUTH,PARTNER,2025-01-15 08:00:00
569,116,30,19,78.62,2022-01-27,CENTRAL,WHOLESALE,2025-01-15 08:00:00
570,25,17,7,-27.84,2022-07-25,CENTRAL,WHOLESALE,2025-01-15 08:00:00
571,128,1,12,41.81,2024-12-10,CENTRAL,ONLINE,2025-01-15 08:00:00
572,37,12,3,144.27,2022-08-29,CENTRAL,ONLINE,2025-01-15 08:00:00
573,138,22,11,50.67,2022-08-21,CENTRAL,ONLINE,2025-01-15 08:00:00
574,46,2,4,29.62,2024-05-16,WEST,ONLINE,2025-01-15 08:00:00
575,94,23,11,17.29,2023-10-03,CENTRAL,ONLINE,2025-01-15 08:00:00
576,42,47,13,55.57,2022-08-24,WEST,ONLINE,2025-01-15 08:00:00
577,68,32,1,51.11,2024-11-01,CENTRAL,PARTNER,2025-01-15 08:00:00
578,143,22,7,106.94,2023-10-08,EAST,STORE,2025-01-15 08:00:00
579,141,41,17,115.29,2023-08-14,INTERNATIONAL,STORE,2025-01-15 08:00:00
580,116,11,12,68.26,2023-09-14,CENTRAL,ONLINE,2025-01-15 08:00:00
581,1,27,18,68.65,2024-08-02,INTERNATIONAL,PARTNER,2025-01-15 08:00:00
582,16,45,1,60.47,2024-09-28,CENTRAL,STORE,2025-01-15 08:00:00
583,30,9,11,11.61,2024-01-26,CENTRAL,ONLINE,2025-01-15 08:00:00
584,189,15,17,70.65,2022-12-08,WEST,ONLINE,2025-01-15 08:00:00
585,172,37,1,39.81,2023-01-01,INTERNATIONAL,STORE,2025-01-15 08:00:00
586,103,29,20,188.1,2022-12-14,INTERNATIONAL,PARTNER,2025-01-15 08:00:00
587,151,11,5,123.3,2023-09-04,INTERNATIONAL,ONLINE,2025-01-15 08:00:00
588,14,14,9,135.77,2024-12-17,SOUTH,STORE,2025-01-15 08:00:00
589,78,50,10,27.05,2024-06-30,EAST,STORE,2025-01-15 08:00:00
590,182,21,20,143.13,2023-04-29,EAST,PARTNER,2025-01-15 08:00:00
591,114,30,18,45.68,2024-05-10,INTERNATIONAL,PARTNER,2025-01-15 08:00:00
592,83,25,18,162.98,2024-05-07,WEST,PARTNER,2025-01-15 08:00:00
593,20,12,10,60.0,2022-08-08,CENTRAL,STORE,2025-01-15 08:00:00
594,181,12,3,30.03,2027-12-24,SOUTH,STORE,2025-01-15 08:00:00
595,7,8,15,151.7,2022-12-17,CENTRAL,STORE,2025-01-15 08:00:00
596,96,39,5,197.88,2024-06-03,CENTRAL,STORE,2025-01-15 08:00:00
597,101,17,17,86.33,2023-06-08,EAST,WHOLESALE,2025-01-15 08:00:00
598,2,23,19,162.14,2023-07-08,INTERNATIONAL,ONLINE,2025-01-15 08:00:00
599,139,13,9,180.02,2022-08-16,SOUTH,PARTNER,2025-01-15 08:00:00
600,90,2,11,76.69,2024-02-29,EAST,STORE,2025-01-15 08:00:00
601,189,14,1,66.31,2023-08-16,CENTRAL,STORE,2025-01-15 08:00:00
602,51,47,1,95.86,2024-07-11,CENTRAL,ONLINE,2025-01-15 08:00:00
603,104,19,20,110.3,2023-06-05,EAST,STORE,2025-01-15 08:00:00
604,33,26,20,169.05,2022-10-13,WEST,ONLINE,2025-01-15 08:00:00
605,98,25,7,153.69,2022-08-26,SOUTH,ONLINE,2025-01-15 08:00:00
606,124,47,20,18.48,2023-08-20,WEST,ONLINE,2025-01-15 08:00:00
607,134,36,15,111.91,2022-04-21,SOUTH,WHOLESALE,2025-01-15 08:00:00
608,94,17,2,122.38,2023-03-31,CENTRAL,ONLINE,2025-01-15 08:00:00
609,6,4,4,-28.3,2024-03-01,CENTRAL,WHOLESALE,2025-01-15 08:00:00
610,88,14,16,29.39,2024-07-10,EAST,WHOLESALE,2025-01-15 08:00:00
611,87,45,6,21.5,2023-06-09,CENTRAL,ONLINE,2025-01-15 08:00:00
612,149,15,6,22.49,2022-12-06,EAST,ONLINE,2025-01-15 08:00:00
613,113,30,9,178.32,2023-01-06,WEST,WHOLESALE,2025-01-15 08:00:00
614,20,37,18,144.15,2023-11-26,SOUTH,STORE,2025-01-15 08:00:00
615,150,18,2,131.71,2023-10-02,WEST,STORE,2025-01-15 08:00:00
616,136,3,7,188.31,2024-04-27,SOUTH,ONLINE,2025-01-15 08:00:00
617,27,24,8,148.59,2022-11-05,INTERNATIONAL,PARTNER,2025-01-15 08:00:00
618,175,20,8,60.88,2023-01-04,WEST,ONLINE,2025-01-15 08:00:00
619,71,6,1,120.15,2024-07-29,WEST,STORE,2025-01-15 08:00:00
620,58,14,17,27.36,2022-07-08,CENTRAL,WHOLESALE,2025-01-15 08:00:00
621,119,17,4,21.86,2024-12-21,SOUTH,ONLINE,2025-01-15 08:00:00
622,43,17,4,196.62,2022-03-13,CENTRAL,ONLINE,2025-01-15 08:00:00
623,37,9,5,59.77,2024-01-15,INTERNATIONAL,ONLINE,2025-01-15 08:00:00
624,5,33,3,186.59,2023-04-24,CENTRAL,ONLINE,2025-01-15 08:00:00
625,29,4,6,149.21,2023-01-11,SOUTH,PARTNER,2025-01-15 08:00:00
626,189,47,4,126.34,2024-07-13,INTERNATIONAL,STORE,2025-01-15 08:00:00
627,139,19,14,44.21,2023-10-03,WEST,WHOLESALE,2025-01-15 08:00:00
628,198,14,6,8.98,2023-01-19,INTERNATIONAL,ONLINE,2025-01-15 08:00:00
629,65,36,4,197.23,2022-01-10,CENTRAL,ONLINE,2025-01-15 08:00:00
630,164,36,10,30.52,2024-11-22,EAST,WHOLESALE,2025-01-15 08:00:00
631,192,36,19,46.64,2022-04-28,CENTRAL,ONLINE,2025-01-15 08:00:00
632,172,38,19,109.4,2022-02-19,INTERNATIONAL,STORE,2025-01-15 08:00:00
633,164,46,20,182.04,2024-09-11,CENTRAL,STORE,2025-01-15 08:00:00
