pwsid,pws_name,pws_type_code,primary_source_code,population_served_count,service_connections_count,state_code,county_name,county_fips,city_name,zip_code,latitude,longitude,violation_id,contaminant_code,contaminant_name,violation_type_code,violation_type_name,compliance_begin_date,compliance_end_date,violation_status,severity_ind,enforcement_id,enforcement_action_type,enforcement_date,load_time
OH5792634,CITY OF FAIRVIEW,NTNCWS,GU,500,161,OH,MONTGOMERY,049,FAIRVIEW,22401,41.775503,-121.798539,V424808,1024,COPPER,MON,Monitoring,2023-11-05,2023-12-05,OPEN,FS,,,,2023-11-05 08:00:00
FL1694235,VILLAGE OF LAKEWOOD,CWS,SWP,250,84,FL,HAMILTON,132,LAKEWOOD,64128,40.907545,-107.433264,V353023,1025,LEAD,TT,Treatment Technique,2023-02-08,2023-08-07,OPEN,SNC,,,,2023-02-08 08:00:00
TX6365612,COUNTY LAKEWOOD,CWS,GW,150000,65082,TX,FRANKLIN,014,LAKEWOOD,40962,44.298409,-111.625945,V119583,1025,LEAD,MRDL,Maximum Residual Disinfectant Level,2023-08-06,2024-08-05,OPEN,FS,,,,2023-08-06 08:00:00
OH3892110,COUNTY CENTERVILLE,CWS,GW,150000,59713,OH,HAMILTON,049,CENTERVILLE,71799,42.982475,-85.102960,V236804,1024,COPPER,TT,Treatment Technique,2023-12-14,2024-06-11,ADDRESSED,SNC,,,,2023-12-14 08:00:00
MI6068964,CITY OF GREENVILLE,CWS,SW,500,166,MI,WASHINGTON,040,GREENVILLE,68601,33.225728,-118.905956,V391434,1005,ARSENIC,MRDL,Maximum Residual Disinfectant Level,2023-07-18,2024-01-14,ADDRESSED,NODEFICIENCY,,,,2023-07-18 08:00:00
PA4084421,COUNTY RIVERSIDE,CWS,GU,500000,192054,PA,HAMILTON,184,RIVERSIDE,70435,43.355272,-111.462935,V411449,2050,TOTAL HALOACETIC ACIDS (HAA5),PN,Public Notification,2023-11-11,2023-12-11,OPEN,VS,,,,2023-11-11 08:00:00
GA6000774,MWD RIVERSIDE,CWS,SWP,500,210,GA,MONTGOMERY,166,RIVERSIDE,33691,44.156587,-74.571226,V593967,2950,CHLORINE,MCL,Maximum Contaminant Level,2023-06-20,2023-09-18,OPEN,SNC,,,,2023-06-20 08:00:00
MI9749717,COUNTY LAKEWOOD,CWS,SW,8500,2580,MI,WASHINGTON,049,LAKEWOOD,87637,27.688533,-109.821526,V978886,1024,COPPER,PN,Public Notification,2023-03-11,2024-03-10,ADDRESSED,NODEFICIENCY,,,,2023-03-11 08:00:00
MI7019619,COUNTY CENTERVILLE,CWS,GU,3500,1529,MI,JEFFERSON,065,CENTERVILLE,37566,35.462348,-109.102287,V494985,3100,TOTAL COLIFORM,MRDL,Maximum Residual Disinfectant Level,2023-04-16,2023-05-16,OPEN,FS,,,,2023-04-16 08:00:00
MI2202826,TOWN OF MADISON,CWS,GU,1200,532,MI,MONTGOMERY,024,MADISON,78755,28.179383,-81.545899,V388052,3100,TOTAL COLIFORM,PN,Public Notification,2023-02-03,2023-04-04,CLOSED,NODEFICIENCY,,,,2023-02-03 08:00:00
OH5622832,MWD MAPLEWOOD,CWS,GW,25000,9702,OH,MONTGOMERY,077,MAPLEWOOD,63971,45.639512,-77.020711,V800921,2050,TOTAL HALOACETIC ACIDS (HAA5),RPT,Reporting,2023-11-19,2023-12-19,CLOSED,FS,E602616,,2024-01-11,2023-11-19 08:00:00
NC8145048,MWD FAIRVIEW,NTNCWS,GU,250,101,NC,MADISON,120,FAIRVIEW,75392,47.668499,-109.631493,V255624,1005,ARSENIC,MON,Monitoring,2023-07-18,2024-07-17,CLOSED,VS,,,,2023-07-18 08:00:00
NC6180916,VILLAGE OF BROOKSIDE,CWS,GW,8500,2903,NC,WASHINGTON,049,BROOKSIDE,98727,37.988822,-95.824021,V858327,2950,CHLORINE,MRDL,Maximum Residual Disinfectant Level,2023-12-17,2024-03-16,OPEN,FS,,,,2023-12-17 08:00:00
FL9330808,VILLAGE OF MAPLEWOOD,TNCWS,SW,500,192,FL,WASHINGTON,109,MAPLEWOOD,24515,43.654429,-77.168307,V878710,3100,TOTAL COLIFORM,MON,Monitoring,2023-06-01,2023-07-01,OPEN,FS,,,,2023-06-01 08:00:00
NY5287993,TOWN OF CLINTON,CWS,GU,500,183,NY,JACKSON,194,CLINTON,30133,40.585105,-110.377712,V824355,3014,E. COLI,MCL,Maximum Contaminant Level,2023-01-28,2023-03-29,CLOSED,FS,E729493,Formal Notice,2023-03-31,2023-01-28 08:00:00
CA9099764,TOWN OF CLINTON,TNCWS,GW,3500,1250,CA,UNION,197,CLINTON,88892,44.896564,-100.915161,V700912,1025,LEAD,MRDL,Maximum Residual Disinfectant Level,2023-04-15,2023-06-14,CLOSED,SNC,,,,2023-04-15 08:00:00
FL7493030,COUNTY MADISON,CWS,GU,500,219,FL,MONTGOMERY,144,MADISON,34724,42.148936,-82.004217,V659477,2456,TOTAL TRIHALOMETHANES (TTHM),MRDL,Maximum Residual Disinfectant Level,2023-10-25,2024-01-23,OPEN,SNC,E871644,Civil Judicial,2024-01-17,2023-10-25 08:00:00
OH7305699,VILLAGE OF SPRINGFIELD,TNCWS,SW,8500,3725,OH,MADISON,176,SPRINGFIELD,15912,40.252499,-105.208257,V544097,2950,CHLORINE,MRDL,Maximum Residual Disinfectant Level,2023-08-01,2023-09-30,ADDRESSED,SNC,,,,2023-08-01 08:00:00
OH4743427,TOWN OF CENTERVILLE,CWS,GW,75000,23149,OH,UNION,018,CENTERVILLE,61683,36.318388,-123.856712,V509045,1005,ARSENIC,RPT,Reporting,2023-04-01,2023-06-30,OPEN,SNC,,,,2023-04-01 08:00:00
NY2012102,TOWN OF RIVERSIDE,CWS,SW,8500,3516,NY,FRANKLIN,126,RIVERSIDE,66592,25.065102,-82.862617,V395929,1025,LEAD,TT,Treatment Technique,2023-02-02,2023-04-03,ADDRESSED,SNC,,,,2023-02-02 08:00:00
FL4819684,MWD SPRINGFIELD,CWS,SW,8500,3242,FL,WASHINGTON,107,SPRINGFIELD,78028,47.433551,-73.194736,V382343,2456,TOTAL TRIHALOMETHANES (TTHM),MCL,Maximum Contaminant Level,2023-11-16,2023-12-16,ADDRESSED,FS,,,,2023-11-16 08:00:00
CA1135724,COUNTY BROOKSIDE,CWS,GW,3500,1097,CA,LINCOLN,102,BROOKSIDE,13108,27.044346,-77.565938,V330721,2050,TOTAL HALOACETIC ACIDS (HAA5),RPT,Reporting,2023-08-07,2024-08-06,ADDRESSED,FS,,,,2023-08-07 08:00:00
CA3239472,MWD OAKDALE,NTNCWS,SW,500,172,CA,ADAMS,022,OAKDALE,37819,37.256766,-108.541209,V353870,1024,COPPER,PN,Public Notification,2023-06-05,2023-08-04,OPEN,NODEFICIENCY,E133946,Formal Notice,2023-11-26,2023-06-05 08:00:00
NC2192839,TOWN OF RIVERSIDE,NTNCWS,SWP,25000,9959,NC,JACKSON,181,RIVERSIDE,79648,27.239484,-101.186623,V870530,2456,TOTAL TRIHALOMETHANES (TTHM),RPT,Reporting,2023-03-27,2023-04-26,OPEN,NODEFICIENCY,,,,2023-03-27 08:00:00
MI2682690,COUNTY GREENVILLE,NTNCWS,SW,500000,197085,MI,LINCOLN,159,GREENVILLE,90109,32.964094,-70.658714,V851684,3100,TOTAL COLIFORM,RPT,Reporting,2023-12-12,2024-02-10,OPEN,SNC,,,,2023-12-12 08:00:00
GA1738570,MWD BROOKSIDE,NTNCWS,GU,3500,1081,GA,MONTGOMERY,188,BROOKSIDE,32835,36.891558,-99.173736,V197571,3100,TOTAL COLIFORM,MRDL,Maximum Residual Disinfectant Level,2023-02-08,2023-04-09,OPEN,FS,,,,2023-02-08 08:00:00
NY2859851,VILLAGE OF MAPLEWOOD,CWS,GW,150000,60544,NY,WASHINGTON,175,MAPLEWOOD,36665,34.837104,-111.159421,V265318,1025,LEAD,MCL,Maximum Contaminant Level,2023-11-04,2024-02-02,ADDRESSED,NODEFICIENCY,E835560,Formal Notice,2024-04-14,2023-11-04 08:00:00
GA6160083,VILLAGE OF FAIRVIEW,CWS,SW,1200,514,GA,HAMILTON,075,FAIRVIEW,31415,42.714333,-89.938801,V823405,3014,E. COLI,MRDL,Maximum Residual Disinfectant Level,2023-10-14,2023-11-13,ADDRESSED,SNC,,,,2023-10-14 08:00:00
NC8393980,MWD MADISON,CWS,SWP,75000,28887,NC,JEFFERSON,162,MADISON,28898,34.214521,-116.113191,V168406,3100,TOTAL COLIFORM,RPT,Reporting,2023-03-18,2023-09-14,OPEN,FS,E155083,Consent Agreement,2023-07-16,2023-03-18 08:00:00
CA4867100,TOWN OF CLINTON,NTNCWS,GW,150000,64655,CA,JACKSON,142,CLINTON,81855,26.432572,-106.161067,V804474,1040,NITRATE,TT,Treatment Technique,2023-12-12,2024-01-11,ADDRESSED,FS,,,,2023-12-12 08:00:00
NY8892585,COUNTY CENTERVILLE,NTNCWS,GW,150000,54871,NY,MONTGOMERY,142,CENTERVILLE,26274,46.720228,-121.190508,V767732,2050,TOTAL HALOACETIC ACIDS (HAA5),RPT,Reporting,2023-07-04,2023-08-03,OPEN,SNC,E212915,Consent Agreement,2023-08-22,2023-07-04 08:00:00
TX1676289,VILLAGE OF CENTERVILLE,TNCWS,SWP,1200,514,TX,JEFFERSON,009,CENTERVILLE,73446,31.455722,-92.621229,V974144,1005,ARSENIC,PN,Public Notification,2023-05-04,2024-05-03,CLOSED,FS,,,,2023-05-04 08:00:00
MI1964202,MWD CENTERVILLE,TNCWS,SW,1200,366,MI,MONTGOMERY,162,CENTERVILLE,42852,26.371026,-121.371122,V652526,1040,NITRATE,TT,Treatment Technique,2023-01-03,2023-04-03,ADDRESSED,FS,,,,2023-01-03 08:00:00
FL8519461,TOWN OF LAKEWOOD,NTNCWS,GW,500,222,FL,JEFFERSON,049,LAKEWOOD,20486,35.613024,-81.065878,V336965,1040,NITRATE,PN,Public Notification,2023-04-03,2023-07-02,CLOSED,NODEFICIENCY,E966009,Civil Judicial,2023-09-14,2023-04-03 08:00:00
,UNKNOWN,CWS,GW,0,0,,,000,,,0,0,V000000,,,,,2023-06-15,2023-12-15,OPEN,,,,,2023-06-16 08:00:00
